task_id,agent_nickname,agent_path,git_branch,git_sha,preservation_basis,disposition
019fc1fb-3599-7f12-bd30-8b3168d0689b,Linnaeus,/root/spatial_art_inventory,codex/courtos-runtime-baseline,41e11ef13509ab0dd016db790143202edfb9bd25,repository_commit,retire_after_primary_handoff
019fc1fb-5728-7fc2-9174-2262bdf4141b,Bohr,/root/spatial_lod_geometry,codex/courtos-runtime-baseline,41e11ef13509ab0dd016db790143202edfb9bd25,repository_commit,retire_after_primary_handoff
019fc24a-03d8-78c2-a187-c607d1826b3e,Maxwell,/root/spatial_visual_rebuild,codex/courtos-runtime-baseline,41e11ef13509ab0dd016db790143202edfb9bd25,repository_commit,retire_after_primary_handoff
019fc275-331b-79d3-b16e-5a14b3e4a23c,Lovelace,/root/household_sim_engine,codex/courtos-runtime-baseline,41e11ef13509ab0dd016db790143202edfb9bd25,repository_commit,retire_after_primary_handoff
019fc38d-7be7-76e0-a7a2-3cc916cfafa2,Turing,/root/planning_contract_arch_review,codex/courtos-runtime-baseline,41e11ef13509ab0dd016db790143202edfb9bd25,repository_commit,retire_after_primary_handoff
019fc391-2ef7-7111-a4bd-ec34cc5a8dba,Singer,/root/slm_boundary_audit,codex/courtos-runtime-baseline,41e11ef13509ab0dd016db790143202edfb9bd25,repository_commit,retire_after_primary_handoff
019fc3a3-dd89-7892-913c-0cf1174f6151,Tesla,/root/compacted_report_consumer_review,codex/courtos-runtime-baseline,41e11ef13509ab0dd016db790143202edfb9bd25,repository_commit,retire_after_primary_handoff
019fc740-e505-7a33-8327-95e962aea17b,Mencius,/root/map_art_pipeline,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fc779-c0f0-75b1-bc2a-70769164d933,Ramanujan,/root/midhex_compiler,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fc779-fc28-77c1-bd4a-83be3f89ac2b,Russell,/root/spatial_runtime_audit,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fcdb5-b78a-72e1-af52-a2ca5dbced6d,Kepler,/root/mapgen_3d_restore,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fcdb5-eb48-7ff2-8280-7cc85803e6e8,Ohm,/root/manor_fabric_adapter,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fcdb6-22e7-7a13-be12-89ac3e69da68,Confucius,/root/responsibilities_24_wiring,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fcdb6-5926-7b10-9486-6ae28436bb48,Godel,/root/spatial_visual_acceptance,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fcdbe-f2d1-7ff0-928c-c27ae0edd4ae,Leibniz,/root/responsibility_projection_backend,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fce7e-0c2b-7e71-96a8-e536b4578645,Bacon,/root/map_visual_comparison,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fce97-0ffb-79d0-8d14-b5dbb4c9d6d9,Jason,/root/spatial_realm_county_parity,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fcf24-351e-7662-9fec-b5dcca1b9c3a,Ampere,/root/accepted_mapgen_locator,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fcf24-5455-7d30-8139-a1a3ca6020d1,McClintock,/root/spatial_data_seam_audit,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd1be-91c6-7023-b90c-d5ea80b36a77,Euler,/root/independent_ux_consistency_uat,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd1c6-dbab-7580-a2f2-2c2680751618,Rawls,/root/finance_consistency_uat,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd1e9-dc10-7f91-8d25-c37bbde5a83f,Plato,/root/uat_replay_full_flow,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd1ea-26ad-7503-a1cb-b33073eb5416,Schrodinger,/root/uat_replay_accessibility,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd599-ba9b-71b2-a51d-b6cb5a3d23e2,Sagan,/root/category_completion_audit,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd599-f7f8-7b40-bb52-22488abc2c43,Euclid,/root/room_art_inventory,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd59a-1fae-7ce3-8007-ca1234177a5b,Raman,/root/responsibility_flow_impl,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd59a-618a-7833-8b60-522d51da77d5,Dewey,/root/room_config_impl,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd5c9-8155-7132-b5eb-6190ad88a85d,Lorentz,/root/full_navigation_uat,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd5c9-da5c-7841-9ec1-9db49ff41521,Dirac,/root/visual_room_uat,"","",read_only_or_evidence_lane,retire_after_primary_handoff
019fd5ca-4c5b-7662-a18c-a06b7321c229,Bernoulli,/root/production_architecture_uat,"","",read_only_or_evidence_lane,retire_after_primary_handoff
019fd5ca-bd2e-7481-ac45-df0e22cf3abb,Halley,/root/accessibility_persona_uat,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd619-7712-7c21-a004-2c4ccd41e5db,Hubble,/root/room_art_remediation,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fd841-0db4-7b12-bf05-5635d686a555,Galileo,/root/ux_expert_review,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fdb94-e921-7a21-bf8d-2f2a65025d13,Mendel,/root/fiscal_slm_pilot,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fdcbd-a436-7d60-806e-5fc8e1433e68,Pascal,/root/fiscal_slm_uat,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fdce9-570c-7fd2-b90b-e062b1d3d399,Noether,/root/fiscal_slm_independent_review,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fde63-a17d-7a33-9c76-a97b3fbf7182,Beauvoir,/root/scribe_realtime_language,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fde63-f51b-7b52-b64f-4b17a83b8515,Pasteur,/root/responsibility_workbench,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fde64-339c-7f83-892f-06b411bb97f1,Helmholtz,/root/stewardship_planning,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fde64-8aca-76f2-a490-c8d917879c17,Newton,/root/estate_manor_candidate,"","",read_only_or_evidence_lane,retire_after_primary_handoff
019fde91-dda9-72e3-82a1-f7af3072579d,Meitner,/root/integrated_architecture_review,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
019fde92-4dbe-7422-9cdf-666cd5bf939f,Pauli,/root/integrated_persona_uat,codex/courtos-uat-integration,bbf3ed4bee4c576dc190369c4c8a5d06857f4d1c,repository_commit,retire_after_primary_handoff
