manor_id,seat_hex_id,county_id,primary_role,seat_roles,seat_archetype,hex_count,total_net_productive_capacity,avg_water_access_score,avg_buildability_score,route_access_score,route_degree,territorial_degree,estimated_peasant_households,manor_size_class,capacity_quantile_band,is_elite,was_repaired,was_merged,was_split,residual_share
manor_hx_24303,hx_24303,c_6,,,strategic,15,4.4124,0.8167,0.292,0.8829,4,4,9,small,middle,false,false,false,false,
manor_hx_24308,hx_24308,c_5,,,strategic,12,4.7172,0.8958,0.3883,0.872,6,6,13,small,middle,false,false,false,false,
manor_hx_24326,hx_24326,c_4,abbey_site,abbey_site,elite,4,3.9146,0.8333,0.96,0.6894,4,5,12,small,middle,true,false,false,false,
manor_hx_24341,hx_24341,c_4,baronial_seat,baronial_seat,elite,4,3.7041,0.6041,0.96,0.6994,3,5,13,small,bottom,true,false,false,false,
manor_hx_24347,hx_24347,c_4,county_seat,county_seat|county_castle|bishop_seat|market_town,elite,14,12.1572,0.3452,0.96,0.9385,5,6,34,medium,middle,true,false,false,false,
manor_hx_24354,hx_24354,c_9,abbey_site,abbey_site,elite,4,3.444,0.3125,0.96,0.8175,3,3,12,small,bottom,true,false,false,false,
manor_hx_24359,hx_24359,c_9,,,ordinary,16,14.5397,0.526,0.96,0.562,8,9,32,medium,middle,false,false,false,false,
manor_hx_24366,hx_24366,c_9,,,ordinary,18,10.8885,0.9306,0.5944,0.5523,9,9,18,small,middle,false,false,false,false,
manor_hx_24583,hx_24583,c_6,county_seat,county_seat|county_castle|bishop_seat|market_town,elite,14,11.7969,0.756,0.8386,0.8829,6,7,43,medium,middle,true,false,false,false,
manor_hx_24589,hx_24589,c_5,baronial_seat,baronial_seat,elite,4,3.545,0.7916,0.875,0.8175,3,3,9,small,bottom,true,false,false,false,
manor_hx_24600,hx_24600,c_5,,,ordinary,12,10.7188,0.4583,0.96,0.7423,5,6,8,small,middle,false,false,false,false,
manor_hx_24610,hx_24610,c_4,,,ordinary,11,6.9819,0.947,0.6182,0.5881,6,7,16,small,middle,false,false,false,false,
manor_hx_24620,hx_24620,c_4,,,ordinary,13,11.6787,0.4808,0.96,0.6527,7,6,26,medium,middle,false,false,false,false,
manor_hx_24622,hx_24622,c_4,abbey_site,abbey_site,elite,4,3.5914,0.4792,0.96,0.746,4,4,8,small,bottom,true,false,false,false,
manor_hx_24636,hx_24636,c_9,,,ordinary,29,24.3244,0.2092,0.96,0.7153,7,7,30,medium,top,false,false,false,false,
manor_hx_24643,hx_24643,c_9,,,ordinary,10,9.8682,0.8833,0.96,0.4295,6,6,17,small,middle,false,false,false,false,
manor_hx_24650,hx_24650,c_9,,,ordinary,29,22.214,0.842,0.7552,0.5098,4,5,55,medium,top,false,false,false,false,
manor_hx_24864,hx_24864,c_6,baronial_seat,baronial_seat,elite,4,3.9534,0.875,0.96,0.8829,5,5,12,small,middle,true,false,false,false,
manor_hx_24871,hx_24871,c_5,,,ordinary,9,8.4437,0.6574,0.96,0.8125,5,6,17,small,middle,false,true,false,false,
manor_hx_24875,hx_24875,c_5,,,ordinary,11,10.0596,0.553,0.96,0.875,7,8,10,small,middle,false,false,false,false,
manor_hx_24882,hx_24882,c_5,county_seat,county_seat|county_castle|bishop_seat|market_town,elite,13,12.2058,0.6603,0.96,0.8483,7,9,35,medium,middle,true,false,false,false,
manor_hx_24888,hx_24888,c_4,baronial_seat,baronial_seat,elite,4,3.9962,0.9584,0.96,0.6032,4,4,12,small,middle,true,false,false,false,
manor_hx_24897,hx_24897,c_4,,,ordinary,14,12.9557,0.6012,0.96,0.4738,6,6,28,medium,middle,false,false,false,false,
manor_hx_24905,hx_24905,c_4,,,ordinary,203,165.5039,0.1011,0.96,0.7039,15,15,115,large,top,false,true,false,false,
manor_hx_25153,hx_25153,c_5,county_seat,county_seat|bishop_seat|market_town,elite,11,10.3239,0.6591,0.96,0.9375,6,6,13,small,middle,true,false,false,false,
manor_hx_25154,hx_25154,c_5,abbey_site,abbey_site,elite,4,3.8183,0.7292,0.96,1,5,6,11,small,bottom,true,false,false,false,
manor_hx_25155,hx_25155,c_5,baronial_seat,baronial_seat,elite,4,3.7041,0.6042,0.96,0.9375,3,3,8,small,bottom,true,false,false,false,
manor_hx_25162,hx_25162,c_5,abbey_site,abbey_site,elite,4,3.7421,0.6458,0.96,0.7953,4,4,10,small,bottom,true,false,false,false,
manor_hx_25163,hx_25163,c_4,baronial_seat,baronial_seat,elite,4,3.8762,0.7917,0.96,0.7953,4,5,14,small,middle,true,false,false,false,
manor_hx_25167,hx_25167,c_4,,,ordinary,9,8.9477,0.9167,0.96,0.5832,6,7,14,small,middle,false,true,false,false,
manor_hx_25174,hx_25174,c_4,,,ordinary,12,9.8318,0.875,0.8033,0.4901,6,6,18,small,middle,false,false,false,false,
manor_hx_25209,hx_25209,c_9,baronial_seat,baronial_seat,elite,4,3.9729,0.8959,0.96,0.4278,4,4,11,small,middle,true,false,false,false,
manor_hx_25425,hx_25425,c_6,,,ordinary,19,6.8307,0.9693,0.3263,0.7652,4,4,7,small,middle,false,true,false,false,
manor_hx_25480,hx_25480,c_9,,,ordinary,31,26.6581,0.3063,0.96,0.5109,6,6,149,large,top,false,false,false,false,
manor_hx_25706,hx_25706,c_6,,,strategic,9,8.9286,0.963,0.96,0.7064,6,6,11,small,middle,false,true,false,false,
manor_hx_25708,hx_25708,c_6,abbey_site,abbey_site,elite,4,3.8951,0.8125,0.96,0.7094,5,5,19,small,middle,true,false,false,false,
manor_hx_25720,hx_25720,c_5,,,ordinary,16,14.9313,0.6354,0.96,0.625,5,6,30,medium,middle,false,false,false,false,
manor_hx_25725,hx_25725,c_5,,,ordinary,12,11.1708,0.625,0.96,0.6892,6,8,11,small,middle,false,false,false,false,
manor_hx_25732,hx_25732,c_4,,,ordinary,9,7.8712,0.8704,0.8556,0.4309,5,7,13,small,middle,false,false,false,false,
manor_hx_25742,hx_25742,c_4,,,ordinary,8,6.7155,0.2133,0.96,0.5595,3,2,16,small,middle,false,false,false,false,
manor_hx_25764,hx_25764,c_9,,,ordinary,14,13.1648,0.6667,0.96,0.3066,4,5,49,medium,middle,false,false,false,false,
manor_hx_25770,hx_25770,c_9,county_seat,county_seat|bishop_seat|market_town,elite,10,9.8254,0.85,0.96,0.4889,6,7,12,small,middle,true,false,false,false,
manor_hx_25772,hx_25772,c_9,,,ordinary,9,7.6387,0.8518,0.8222,0.4278,5,5,11,small,middle,false,false,false,false,
manor_hx_25991,hx_25991,c_5,,,ordinary,15,14.295,0.7222,0.96,0.625,6,7,39,medium,middle,false,false,false,false,
manor_hx_26019,hx_26019,c_4,,,ordinary,15,13.522,0.4944,0.96,0.373,6,5,47,medium,middle,false,false,false,false,
manor_hx_26054,hx_26054,c_9,,,strategic,9,5.74,0.9167,0.5978,0.4329,3,3,18,small,middle,false,false,false,false,
manor_hx_26264,hx_26264,c_6,,,ordinary,21,15.3105,0.8611,0.6867,0.5886,4,5,27,medium,middle,false,false,false,false,
manor_hx_26270,hx_26270,c_6,baronial_seat,baronial_seat,elite,4,3.9729,0.8959,0.96,0.6207,4,5,10,small,middle,true,false,false,false,
manor_hx_26278,hx_26278,c_5,,,ordinary,13,12.4912,0.7564,0.96,0.75,6,8,57,medium,middle,false,false,false,false,
manor_hx_26289,hx_26289,c_4,,,ordinary,9,8.577,0.7222,0.96,0.4772,5,6,11,small,middle,false,false,false,false,
manor_hx_26296,hx_26296,c_4,,,ordinary,9,8.5959,0.7315,0.96,0.2941,6,6,11,small,middle,false,false,false,false,
manor_hx_26328,hx_26328,c_9,,,ordinary,9,8.7497,0.8055,0.96,0.3667,7,7,13,small,middle,false,true,false,false,
manor_hx_26548,hx_26548,c_6,,,ordinary,9,8.9943,0.9722,0.96,0.5764,4,6,13,small,middle,false,false,false,false,
manor_hx_26840,hx_26840,c_5,baronial_seat,baronial_seat,elite,4,3.9943,0.9375,0.96,0.625,3,5,10,small,middle,true,false,false,false,
manor_hx_26842,hx_26842,c_5,,,ordinary,14,13.5476,0.7857,0.96,0.5,5,7,54,medium,middle,false,false,false,false,
manor_hx_26847,hx_26847,c_5,,,ordinary,16,14.5725,0.5365,0.96,0.4772,6,6,30,medium,middle,false,false,false,false,
manor_hx_26853,hx_26853,c_4,,,ordinary,18,16.3804,0.5324,0.96,0.3016,5,5,37,medium,middle,false,false,false,false,
manor_hx_26886,hx_26886,c_9,,,ordinary,22,19.544,0.4356,0.96,0.2661,6,6,52,medium,top,false,false,false,false,
manor_hx_26892,hx_26892,c_9,,,ordinary,9,8.3302,0.6019,0.96,0.4657,6,5,7,small,middle,false,true,false,false,
manor_hx_26894,hx_26894,c_9,baronial_seat,baronial_seat,elite,4,3.8565,0.7708,0.96,0.4989,6,6,15,small,bottom,true,false,false,false,
manor_hx_26899,hx_26899,c_8,,,ordinary,22,15.47,0.8598,0.6645,0.3326,3,4,35,medium,middle,false,false,false,false,
manor_hx_27114,hx_27114,c_5,,,ordinary,19,18.8371,0.9079,0.96,0.5625,4,7,51,medium,top,false,false,false,false,
manor_hx_27120,hx_27120,c_5,abbey_site,abbey_site,elite,4,4,1,0.96,0.5625,3,3,15,small,middle,true,false,false,false,
manor_hx_27140,hx_27140,c_4,,,ordinary,19,15.8684,0.1921,0.96,0.2331,5,5,48,medium,middle,false,false,false,false,
manor_hx_27156,hx_27156,c_9,baronial_seat,baronial_seat,elite,4,3.3712,0.2292,0.96,0.3839,1,1,15,small,bottom,true,false,false,false,
manor_hx_27174,hx_27174,c_9,abbey_site,abbey_site,elite,4,3.7419,0.6458,0.96,0.5322,4,5,11,small,bottom,true,false,false,false,
manor_hx_27387,hx_27387,c_6,,,ordinary,16,15.1866,0.7135,0.96,0.399,6,7,52,medium,middle,false,false,false,false,
manor_hx_27411,hx_27411,c_4,,,ordinary,17,15.1768,0.4559,0.96,0.3711,5,5,40,medium,middle,false,false,false,false,
manor_hx_27417,hx_27417,c_4,,,ordinary,28,24.2425,0.3333,0.96,0.2154,5,6,46,medium,top,false,false,false,false,
manor_hx_27450,hx_27450,c_9,,,ordinary,15,13.3544,0.4444,0.96,0.3659,5,5,40,medium,middle,false,false,false,false,
manor_hx_27457,hx_27457,c_9,,,ordinary,9,8.5197,0.6944,0.96,0.4324,6,6,14,small,middle,false,false,false,false,
manor_hx_27657,hx_27657,c_6,,,strategic,25,8.027,0.9133,0.2568,0.373,1,2,9,small,middle,false,false,false,false,
manor_hx_27664,hx_27664,c_6,,,ordinary,42,26.2741,0.7599,0.6133,0.3364,4,4,60,medium,top,false,false,false,false,
manor_hx_27672,hx_27672,c_6,,,ordinary,12,11.868,0.9028,0.96,0.399,5,5,52,medium,middle,false,false,false,false,
manor_hx_27681,hx_27681,c_5,,,ordinary,14,13.9848,0.9524,0.96,0.4375,7,9,29,medium,middle,false,false,false,false,
manor_hx_27686,hx_27686,c_5,,,ordinary,13,12.3768,0.718,0.96,0.3181,6,6,23,medium,middle,false,false,false,false,
manor_hx_27958,hx_27958,c_5,,,ordinary,13,12.8856,0.9103,0.96,0.375,5,6,29,medium,middle,false,false,false,false,
manor_hx_27999,hx_27999,c_9,,,ordinary,47,39.4326,0.2107,0.96,0.3119,9,9,150,large,top,false,false,false,false,
manor_hx_28005,hx_28005,c_9,,,ordinary,23,19.9852,0.3478,0.96,0.2028,6,6,48,medium,top,false,false,false,false,
manor_hx_28014,hx_28014,c_9,,,ordinary,23,19.7833,0.308,0.96,0.4324,8,8,31,medium,top,false,false,false,false,
manor_hx_28250,hx_28250,c_5,,,ordinary,19,17.6572,0.6184,0.96,0.2121,6,6,45,medium,middle,false,false,false,false,
manor_hx_28301,hx_28301,c_8,,,ordinary,23,18.9355,0.6775,0.82,0.4174,5,5,37,medium,top,false,false,false,false,
manor_hx_28511,hx_28511,c_6,,,ordinary,20,18.4473,0.5875,0.96,0.4806,7,7,49,medium,middle,false,false,false,false,
manor_hx_28526,hx_28526,c_5,baronial_seat,baronial_seat,elite,4,3.9924,0.9167,0.96,0.2736,5,5,13,small,middle,true,false,false,false,
manor_hx_28561,hx_28561,c_9,abbey_site,abbey_site,elite,4,3.7041,0.6042,0.96,0.3245,4,4,7,small,bottom,true,false,false,false,
manor_hx_28563,hx_28563,c_9,,,ordinary,9,8.2928,0.5833,0.96,0.2839,6,6,10,small,middle,false,false,false,false,
manor_hx_28569,hx_28569,c_9,,,ordinary,21,18.4184,0.3849,0.96,0.1996,6,7,38,medium,middle,false,false,false,false,
manor_hx_28578,hx_28578,c_8,,,ordinary,12,10.627,0.4236,0.96,0.4554,6,6,12,small,middle,false,false,false,false,
manor_hx_28787,hx_28787,c_6,,,ordinary,25,15.7015,0.84,0.5816,0.5287,5,6,40,medium,middle,false,false,false,false,
manor_hx_28789,hx_28789,c_6,baronial_seat,baronial_seat,elite,4,3.723,0.625,0.96,0.5287,4,5,10,small,bottom,true,false,false,false,
manor_hx_28795,hx_28795,c_6,,,ordinary,16,14.7992,0.599,0.96,0.3768,5,6,54,medium,middle,false,false,false,false,
manor_hx_28802,hx_28802,c_5,,,ordinary,15,14.8466,0.9111,0.96,0.2463,5,5,28,medium,middle,false,false,false,false,
manor_hx_28807,hx_28807,c_5,abbey_site,abbey_site,elite,4,3.9981,0.9792,0.96,0.2798,4,4,14,small,middle,true,false,false,false,
manor_hx_28808,hx_28808,c_5,,,ordinary,9,8.8678,0.8704,0.96,0.2623,6,6,12,small,middle,false,false,false,false,
manor_hx_28842,hx_28842,c_4,baronial_seat,baronial_seat,elite,4,3.8183,0.7292,0.96,0.3042,4,4,11,small,bottom,true,false,false,false,
manor_hx_29079,hx_29079,c_5,,,ordinary,14,13.3172,0.7143,0.96,0.2826,6,6,40,medium,middle,false,false,false,false,
manor_hx_29096,hx_29096,c_4,,,ordinary,29,26.5361,0.5546,0.96,0.1731,9,9,57,medium,top,false,false,false,false,
manor_hx_29121,hx_29121,c_1,,,ordinary,12,10.9824,0.5556,0.96,0.2839,6,6,11,small,middle,false,false,false,false,
manor_hx_29127,hx_29127,c_9,,,ordinary,9,8.5575,0.713,0.96,0.2028,6,6,12,small,middle,false,false,false,false,
manor_hx_29351,hx_29351,c_6,abbey_site,abbey_site,elite,4,3.6853,0.5833,0.96,0.6248,4,4,7,small,bottom,true,false,false,false,
manor_hx_29366,hx_29366,c_5,,,ordinary,12,11.667,0.8056,0.96,0.2273,7,7,10,small,middle,false,false,false,false,
manor_hx_29422,hx_29422,c_8,baronial_seat,baronial_seat,elite,4,3.6853,0.5833,0.96,0.5692,5,5,13,small,bottom,true,false,false,false,
manor_hx_29424,hx_29424,c_8,,,ordinary,27,15.957,0.8642,0.5526,0.4933,5,5,41,medium,middle,false,false,false,false,
manor_hx_29632,hx_29632,c_6,,,strategic,10,6.2176,0.3333,0.688,0.6248,5,5,10,small,middle,false,false,false,false,
manor_hx_29654,hx_29654,c_5,,,ordinary,11,10.8487,0.8864,0.96,0.1865,6,7,12,small,middle,false,false,false,false,
manor_hx_29679,hx_29679,c_1,,,ordinary,45,37.9228,0.2274,0.96,0.2207,7,8,129,large,top,false,false,false,false,
manor_hx_29685,hx_29685,c_4,,,ordinary,12,7.9391,0.9236,0.6467,0.2434,7,7,15,small,middle,false,false,false,false,
manor_hx_29691,hx_29691,c_9,,,ordinary,13,11.9605,0.5769,0.96,0.1897,5,5,40,medium,middle,false,false,false,false,
manor_hx_29700,hx_29700,c_8,,,ordinary,17,14.4599,0.2647,0.96,0.5313,5,5,43,medium,middle,false,false,false,false,
manor_hx_29702,hx_29702,c_8,county_seat,county_seat|bishop_seat|market_town,elite,11,10.0412,0.5455,0.96,0.6072,7,7,11,small,middle,true,false,false,false,
manor_hx_29703,hx_29703,c_8,abbey_site,abbey_site,elite,4,3.8183,0.7292,0.96,0.5692,3,3,11,small,bottom,true,false,false,false,
manor_hx_29917,hx_29917,c_6,,,ordinary,19,15.5301,0.3289,0.9063,0.5181,7,7,36,medium,middle,false,false,false,false,
manor_hx_29923,hx_29923,c_5,,,ordinary,16,14.7615,0.5885,0.96,0.2355,6,6,30,medium,middle,false,false,false,false,
manor_hx_29930,hx_29930,c_5,,,ordinary,17,12.9548,0.9412,0.7388,0.2098,7,7,37,medium,middle,false,false,false,false,
manor_hx_29936,hx_29936,c_5,abbey_site,abbey_site,elite,4,3.9748,0.9167,0.96,0.2131,4,4,11,small,middle,true,false,false,false,
manor_hx_30183,hx_30183,c_6,abbey_site,abbey_site,elite,4,2.5716,0.9375,0.525,0.3845,2,2,13,small,bottom,true,false,false,false,
manor_hx_30188,hx_30188,c_13,,,strategic,39,15.9206,0.9167,0.3554,0.6248,5,6,32,medium,middle,false,false,false,false,
manor_hx_30191,hx_30191,c_6,royal_castle,royal_castle,elite,12,8.1373,0.5486,0.705,0.769,7,8,8,small,middle,true,false,false,false,
manor_hx_30217,hx_30217,c_5,baronial_seat,baronial_seat,elite,4,3.9748,0.9167,0.96,0.1998,4,4,10,small,middle,true,false,false,false,
manor_hx_30220,hx_30220,c_5,,,ordinary,17,15.7795,0.6127,0.96,0.1598,5,5,45,medium,middle,false,false,false,false,
manor_hx_30243,hx_30243,c_1,,,ordinary,10,9.5745,0.7417,0.96,0.2207,6,6,18,small,middle,false,false,false,false,
manor_hx_30249,hx_30249,c_4,,,ordinary,13,10.8104,0.8718,0.8154,0.1623,6,6,10,small,middle,false,false,false,false,
manor_hx_30255,hx_30255,c_8,,,ordinary,36,30.7627,0.2824,0.96,0.2656,7,9,125,large,top,false,false,false,false,
manor_hx_30471,hx_30471,c_6,baronial_seat,baronial_seat,elite,4,3.0904,0.625,0.79,0.7209,3,3,11,small,bottom,true,false,false,false,
manor_hx_30481,hx_30481,c_11,,,ordinary,15,13.0584,0.3556,0.96,0.4239,6,6,41,medium,middle,false,false,false,false,
manor_hx_30488,hx_30488,c_11,,,ordinary,14,13.2788,0.7024,0.96,0.1749,6,6,37,medium,middle,false,false,false,false,
manor_hx_30504,hx_30504,c_1,,,ordinary,85,70.1598,0.1477,0.96,0.2181,9,10,150,large,top,false,false,false,false,
manor_hx_30545,hx_30545,c_8,,,ordinary,60,42.8045,0.7,0.684,0.4933,4,4,149,large,top,false,false,false,false,
manor_hx_30749,hx_30749,c_6,,,ordinary,28,16.456,0.8423,0.5221,0.6383,4,4,37,medium,middle,false,false,false,false,
manor_hx_30751,hx_30751,c_6,county_seat,county_seat|county_castle|market_town,elite,13,12.0452,0.6218,0.96,0.7295,7,7,33,medium,middle,true,false,false,false,
manor_hx_30774,hx_30774,c_5,,,ordinary,17,13.8524,0.9118,0.7941,0.1574,5,5,49,medium,middle,false,false,false,false,
manor_hx_30778,hx_30778,c_5,,,ordinary,9,8.8273,0.8426,0.96,0.1731,7,8,15,small,middle,false,false,false,false,
manor_hx_30801,hx_30801,c_1,,,ordinary,22,19.0471,0.3333,0.96,0.3468,5,5,58,medium,top,false,false,false,false,
manor_hx_30807,hx_30807,c_1,,,ordinary,10,8.8305,0.8583,0.866,0.1623,6,6,10,small,middle,false,false,false,false,
manor_hx_30813,hx_30813,c_4,,,ordinary,16,14.4996,0.5156,0.96,0.1507,5,5,52,medium,middle,false,false,false,false,
manor_hx_30822,hx_30822,c_8,,,ordinary,22,18.6976,0.2614,0.96,0.4554,7,7,37,medium,middle,false,false,false,false,
manor_hx_31036,hx_31036,c_6,,,strategic,17,9.875,0.25,0.66,0.7536,7,8,10,small,middle,false,false,false,false,
manor_hx_31039,hx_31039,c_11,baronial_seat,baronial_seat,elite,4,3.3711,0.2292,0.96,0.6123,4,5,7,small,bottom,true,false,false,false,
manor_hx_31045,hx_31045,c_11,,,ordinary,14,12.2286,0.369,0.96,0.3297,6,6,45,medium,middle,false,false,false,false,
manor_hx_31332,hx_31332,c_11,,,ordinary,11,10.6307,0.7803,0.96,0.1224,5,6,9,small,middle,false,false,false,false,
manor_hx_31343,hx_31343,c_11,,,ordinary,23,20.3756,0.4239,0.96,0.1908,5,5,61,medium,top,false,false,false,false,
manor_hx_31352,hx_31352,c_1,baronial_seat,baronial_seat,elite,4,3.3712,0.2292,0.96,0.4362,2,2,12,small,bottom,true,false,false,false,
manor_hx_31365,hx_31365,c_1,,,ordinary,12,11.0002,0.5625,0.96,0.2838,6,6,18,small,middle,false,false,false,false,
manor_hx_31371,hx_31371,c_1,,,ordinary,12,11.3217,0.6806,0.96,0.1326,5,5,7,small,middle,false,false,false,false,
manor_hx_31596,hx_31596,c_6,abbey_site,abbey_site,elite,4,3.6102,0.5,0.96,0.7681,5,5,10,small,bottom,true,false,false,false,
manor_hx_31603,hx_31603,c_11,,,ordinary,17,14.8619,0.3725,0.96,0.4321,5,5,38,medium,middle,false,false,false,false,
manor_hx_31609,hx_31609,c_11,,,ordinary,19,17.113,0.4912,0.96,0.1766,6,6,46,medium,middle,false,false,false,false,
manor_hx_31661,hx_31661,c_8,abbey_site,abbey_site,elite,4,3.5174,0.3958,0.96,0.3036,3,4,7,small,bottom,true,false,false,false,
manor_hx_31662,hx_31662,c_8,baronial_seat,baronial_seat,elite,4,3.4622,0.3333,0.96,0.3415,3,3,9,small,bottom,true,false,false,false,
manor_hx_31874,hx_31874,c_6,,,ordinary,22,14.7092,0.8182,0.6436,0.6241,5,5,29,medium,middle,false,false,false,false,
manor_hx_31897,hx_31897,c_11,,,ordinary,16,14.8366,0.6094,0.96,0.2458,5,6,36,medium,middle,false,false,false,false,
manor_hx_31901,hx_31901,c_11,,,ordinary,13,11.9784,0.5833,0.96,0.2458,5,5,47,medium,middle,false,false,false,false,
manor_hx_31918,hx_31918,c_1,,,ordinary,32,26.9102,0.2198,0.96,0.4099,8,8,98,large,top,false,false,false,false,
manor_hx_31922,hx_31922,c_1,,,ordinary,11,9.6873,0.4015,0.96,0.4414,7,7,12,small,middle,false,false,false,false,
manor_hx_31929,hx_31929,c_1,,,ordinary,16,14.5733,0.5365,0.96,0.2207,5,6,43,medium,middle,false,false,false,false,
manor_hx_32156,hx_32156,c_6,baronial_seat,baronial_seat,elite,4,3.6476,0.5416,0.96,0.6721,4,4,7,small,bottom,true,false,false,false,
manor_hx_32201,hx_32201,c_1,baronial_seat,baronial_seat,elite,4,3.5728,0.4584,0.96,0.5045,5,5,7,small,bottom,true,false,false,false,
manor_hx_32202,hx_32202,c_1,abbey_site,abbey_site,elite,4,3.6853,0.5833,0.96,0.473,3,3,11,small,bottom,true,false,false,false,
manor_hx_32215,hx_32215,c_1,,,ordinary,38,32.6597,0.3048,0.96,0.2211,7,8,126,large,top,false,false,false,false,
manor_hx_32438,hx_32438,c_11,,,ordinary,18,15.6896,0.3611,0.96,0.6241,7,7,32,medium,middle,false,false,false,false,
manor_hx_32442,hx_32442,c_11,,,ordinary,17,15.5136,0.5441,0.96,0.4801,5,7,51,medium,middle,false,false,false,false,
manor_hx_32455,hx_32455,c_11,,,ordinary,21,18.807,0.4683,0.96,0.1756,5,6,29,medium,top,false,false,false,false,
manor_hx_32476,hx_32476,c_1,,,ordinary,21,18.0715,0.3095,0.96,0.3989,6,6,36,medium,middle,false,false,false,false,
manor_hx_32504,hx_32504,c_8,,,ordinary,119,77.8747,0.7486,0.6044,0.2449,9,9,109,large,top,false,false,false,false,
