site_id,hex_id,assigned_roles,county_id,market_town_score,county_seat_score,royal_seat_score,royal_castle_score,bishop_seat_score,abbey_site_score,baronial_seat_score,route_centrality_score,crossing_score,defensibility_score,lordship_attraction_score
manor_hx_24073,hx_24073,baronial_seat,c_9,0.9628,0.8867,0.7566,0.4205,0.8874,0.6396,0.7484,0.7664,0.4877,0.08,0.6058
manor_hx_24303,hx_24303,,c_6,0.5702,0.7619,0.6725,0.658,0.7016,0.4698,0.5935,0.8829,0.4913,0.8,0.505
manor_hx_24308,hx_24308,,c_5,0.654,0.8233,0.7302,0.6952,0.7511,0.4975,0.6466,0.872,0.6549,0.8,0.5446
manor_hx_24326,hx_24326,abbey_site,c_4,1,1,0.7753,0.3986,1,0.948,0.9186,0.6894,0.1876,0.08,0.6266
manor_hx_24341,hx_24341,baronial_seat,c_4,0.9585,0.9177,0.7531,0.4212,0.9376,0.7376,0.7539,0.6994,0.3604,0.08,0.6301
manor_hx_24347,hx_24347,county_seat|county_castle|bishop_seat|market_town,c_4,1,1,0.817,0.4217,1,0.8311,0.9403,0.9385,0.3462,0.08,0.6215
manor_hx_24354,hx_24354,abbey_site,c_9,1,1,0.8009,0.4091,1,0.8405,0.9276,0.8175,0.3506,0.08,0.6109
manor_hx_24583,hx_24583,county_seat|county_castle|bishop_seat|market_town,c_6,0.8816,1,0.8428,0.6619,1,0.8176,0.8939,0.7432,0.4913,0.67,0.6725
manor_hx_24589,hx_24589,baronial_seat,c_5,0.9365,1,0.8422,0.6106,1,0.8226,0.9038,0.6072,0.537,0.57,0.6644
manor_hx_24622,hx_24622,abbey_site,c_4,1,1,0.7968,0.4224,1,0.8942,0.9339,0.746,0.3604,0.08,0.6314
manor_hx_24864,hx_24864,baronial_seat,c_6,0.8647,0.9401,0.8001,0.5624,0.9523,0.7853,0.7849,0.8829,0.4913,0.23,0.7202
manor_hx_24882,hx_24882,county_seat|county_castle|bishop_seat|market_town,c_5,1,1,0.7958,0.4108,1,0.9254,0.9361,0.8483,0.1848,0.08,0.6355
manor_hx_24888,hx_24888,baronial_seat,c_4,0.8594,0.822,0.6526,0.3571,0.8891,0.7716,0.6724,0.6032,0,0.08,0.5977
manor_hx_25153,hx_25153,county_seat|bishop_seat|market_town,c_5,0.9976,0.964,0.7779,0.3943,1,0.7852,0.7597,0.9375,0,0.08,0.6336
manor_hx_25154,hx_25154,abbey_site,c_5,1,1,0.8202,0.4439,1,0.964,0.9696,1,0.1737,0.08,0.6751
manor_hx_25155,hx_25155,baronial_seat,c_5,1,0.9791,0.8011,0.4246,1,0.7703,0.7818,0.9375,0.1737,0.08,0.652
manor_hx_25162,hx_25162,abbey_site,c_5,0.9702,0.9162,0.7315,0.3611,0.9634,0.752,0.7317,0.7953,0,0.08,0.5967
manor_hx_25163,hx_25163,baronial_seat,c_4,0.9743,0.929,0.739,0.3692,0.9781,0.7733,0.7386,0.7953,0,0.08,0.6082
manor_hx_25209,hx_25209,baronial_seat,c_9,0.6903,0.6767,0.5445,0.3578,0.7499,0.7118,0.598,0.4278,0,0.18,0.5593
manor_hx_25706,hx_25706,,c_6,0.8871,0.8647,0.7072,0.4117,0.9184,0.7807,0.7087,0.7064,0.1678,0.08,0.6417
manor_hx_25708,hx_25708,abbey_site,c_6,1,1,0.7764,0.398,1,0.9509,0.9207,0.7094,0.1678,0.08,0.6279
manor_hx_25770,hx_25770,county_seat|bishop_seat|market_town,c_9,0.8779,0.9102,0.6957,0.4092,1,0.8934,0.8063,0.4889,0.1844,0.18,0.6014
manor_hx_26054,hx_26054,,c_9,0.5354,0.578,0.5395,0.509,0.5811,0.6298,0.5251,0.4329,0.6585,0.33,0.555
manor_hx_26270,hx_26270,baronial_seat,c_6,0.8891,0.8329,0.6642,0.3536,0.8983,0.7633,0.682,0.6207,0,0.08,0.5961
manor_hx_26840,hx_26840,baronial_seat,c_5,0.9263,0.9308,0.7109,0.344,1,0.9469,0.816,0.4378,0,0.08,0.6154
manor_hx_26894,hx_26894,baronial_seat,c_9,0.8499,0.811,0.6593,0.3882,0.8517,0.7422,0.6904,0.4989,0.3029,0.08,0.6027
manor_hx_27120,hx_27120,abbey_site,c_5,0.8703,0.8442,0.6588,0.3588,0.9142,0.8149,0.6874,0.5625,0,0.08,0.6029
manor_hx_27156,hx_27156,baronial_seat,c_9,0.8812,0.7831,0.5917,0.2464,0.8939,0.732,0.7372,0.3839,0,0.08,0.4595
manor_hx_27174,hx_27174,abbey_site,c_9,0.9624,0.931,0.7161,0.3613,1,0.8742,0.8255,0.5322,0.1844,0.08,0.5836
manor_hx_27657,hx_27657,,c_6,0.3523,0.4607,0.4739,0.6036,0.4583,0.5212,0.4964,0.3317,0.6572,0.6533,0.5612
manor_hx_28526,hx_28526,baronial_seat,c_5,0.7946,0.7456,0.5618,0.2986,0.8143,0.7626,0.6298,0.2736,0,0.08,0.538
manor_hx_28561,hx_28561,abbey_site,c_9,0.8824,0.8272,0.6086,0.2757,0.9459,0.8284,0.7568,0.3245,0,0.08,0.5031
manor_hx_28789,hx_28789,baronial_seat,c_6,0.7973,0.7135,0.5816,0.3116,0.7816,0.6735,0.6157,0.5287,0,0.08,0.5388
manor_hx_28807,hx_28807,abbey_site,c_5,0.8852,0.8737,0.6283,0.3075,1,0.9242,0.7759,0.2798,0,0.08,0.5464
manor_hx_28842,hx_28842,baronial_seat,c_4,0.7897,0.7161,0.5487,0.2798,0.7791,0.702,0.6145,0.3042,0,0.08,0.5093
manor_hx_29351,hx_29351,abbey_site,c_6,0.9506,0.9274,0.7563,0.4332,0.9892,0.8201,0.8457,0.5073,0.4267,0.18,0.6243
manor_hx_29422,hx_29422,baronial_seat,c_8,0.9098,0.8459,0.6588,0.3199,0.8941,0.7242,0.6876,0.5692,0,0.08,0.5511
manor_hx_29632,hx_29632,,c_6,0.7785,0.7699,0.6844,0.5639,0.7587,0.5746,0.7038,0.6248,0.4267,0.62,0.5845
manor_hx_29702,hx_29702,county_seat|bishop_seat|market_town,c_8,1,1,0.7384,0.327,1,0.8967,0.8675,0.6072,0,0.08,0.5596
manor_hx_29703,hx_29703,abbey_site,c_8,0.9022,0.8514,0.6608,0.3275,0.9013,0.7411,0.6891,0.5692,0,0.08,0.56
manor_hx_29936,hx_29936,abbey_site,c_5,0.8673,0.8433,0.6021,0.2877,0.9685,0.8985,0.7609,0.2131,0,0.08,0.5259
manor_hx_30183,hx_30183,abbey_site,c_6,0.5339,0.6531,0.5802,0.4968,0.6527,0.7801,0.6383,0.0618,0.7856,0.28,0.6249
manor_hx_30188,hx_30188,,c_13,0.7576,0.723,0.6381,0.4372,0.7622,0.7005,0.6399,0.6248,0.4267,0.1133,0.6136
manor_hx_30191,hx_30191,royal_castle,c_6,0.8615,0.8767,0.8266,0.7437,0.8266,0.5963,0.8116,0.769,0.9275,0.72,0.7165
manor_hx_30217,hx_30217,baronial_seat,c_5,0.7754,0.723,0.5383,0.2852,0.792,0.7537,0.6156,0.1998,0,0.08,0.5232
manor_hx_30471,hx_30471,baronial_seat,c_6,0.8881,0.9104,0.8098,0.662,0.8633,0.6209,0.8011,0.7209,0.7605,0.62,0.6662
manor_hx_30751,hx_30751,county_seat|county_castle|market_town,c_6,1,1,0.8281,0.5122,1,0.8958,0.9608,0.7295,0.5936,0.18,0.6793
manor_hx_31036,hx_31036,,c_6,0.8577,0.8415,0.8059,0.718,0.7857,0.5371,0.7965,0.7536,0.9305,0.72,0.6851
manor_hx_31039,hx_31039,baronial_seat,c_11,0.9439,0.8752,0.7227,0.3783,0.9334,0.7402,0.8155,0.4709,0.428,0.13,0.5742
manor_hx_31352,hx_31352,baronial_seat,c_1,0.8948,0.7991,0.6084,0.2559,0.9097,0.7382,0.7472,0.4362,0,0.08,0.47
manor_hx_31596,hx_31596,abbey_site,c_6,1,1,0.8271,0.4867,1,0.8699,0.9612,0.7681,0.5955,0.13,0.664
manor_hx_31661,hx_31661,abbey_site,c_8,0.8647,0.7818,0.5793,0.2474,0.8958,0.7626,0.7327,0.3014,0,0.08,0.465
manor_hx_31662,hx_31662,baronial_seat,c_8,0.7884,0.6795,0.5331,0.2545,0.7351,0.6234,0.5967,0.3415,0,0.08,0.4722
manor_hx_32156,hx_32156,baronial_seat,c_6,0.9076,0.8271,0.6938,0.3872,0.8651,0.6867,0.6991,0.6721,0.2605,0.08,0.601
manor_hx_32201,hx_32201,baronial_seat,c_1,0.9242,0.8689,0.6579,0.3003,0.9851,0.8285,0.7841,0.5045,0,0.08,0.5274
manor_hx_32202,hx_32202,abbey_site,c_1,0.8281,0.7439,0.5887,0.2944,0.8025,0.6807,0.6343,0.473,0,0.08,0.5207
manor_hx_32757,hx_32757,abbey_site,c_1,0.9087,0.8582,0.6407,0.294,0.9764,0.8405,0.7762,0.4255,0,0.08,0.5233
manor_hx_33038,hx_33038,baronial_seat,c_1,0.8102,0.7425,0.5769,0.2968,0.8051,0.7118,0.6308,0.3989,0,0.08,0.5273
manor_hx_33893,hx_33893,abbey_site,c_1,0.8748,0.8182,0.5992,0.2704,0.9371,0.8249,0.7511,0.2952,0,0.08,0.4972
manor_hx_33901,hx_33901,abbey_site,c_1,0.8783,0.7978,0.5956,0.2568,0.9115,0.7689,0.7427,0.3537,0,0.08,0.4751
manor_hx_33902,hx_33902,baronial_seat,c_11,0.7786,0.6823,0.5322,0.2602,0.7396,0.6392,0.5964,0.3316,0,0.08,0.4791
manor_hx_34098,hx_34098,,c_13,0.3816,0.4945,0.5059,0.6346,0.4918,0.5087,0.5219,0.4438,0.6573,0.6867,0.5807
manor_hx_34133,hx_34133,baronial_seat,c_11,0.7561,0.652,0.5133,0.2677,0.7213,0.6524,0.5786,0.2802,0,0.08,0.4942
manor_hx_34173,hx_34173,baronial_seat,c_1,0.7805,0.7064,0.539,0.2748,0.7695,0.6979,0.6083,0.2767,0,0.08,0.5033
manor_hx_34426,hx_34426,abbey_site,c_0,0.9898,0.9068,0.7508,0.4135,0.9481,0.7201,0.8408,0.5618,0.5962,0.13,0.5747
manor_hx_34695,hx_34695,abbey_site,c_11,0.8882,0.8509,0.6216,0.291,0.9727,0.8696,0.7686,0.3202,0,0.08,0.5247
manor_hx_34713,hx_34713,baronial_seat,c_0,0.8964,0.771,0.653,0.3135,0.819,0.5927,0.6539,0.8017,0,0.08,0.5289
manor_hx_34988,hx_34988,baronial_seat,c_0,0.7847,0.7333,0.7287,0.6742,0.6809,0.4649,0.7411,0.6184,0.9315,0.72,0.6361
manor_hx_35268,hx_35268,,c_0,0.742,0.67,0.6791,0.6391,0.6379,0.4371,0.693,0.6299,0.7638,0.72,0.6087
manor_hx_35273,hx_35273,abbey_site,c_0,1,1,0.8269,0.4584,1,0.7881,0.9421,0.9162,0.427,0.18,0.6224
manor_hx_35519,hx_35519,baronial_seat,c_13,0.8808,0.8091,0.6094,0.2675,0.9206,0.7698,0.7468,0.4174,0,0.08,0.4839
manor_hx_35791,hx_35791,abbey_site,c_13,0.7468,0.7219,0.5872,0.3456,0.7821,0.7457,0.6119,0.6001,0,0.13,0.5452
manor_hx_35793,hx_35793,county_seat|market_town,c_13,1,0.9953,0.7446,0.3303,1,0.8629,0.849,0.6858,0,0.08,0.5509
manor_hx_35818,hx_35818,baronial_seat,c_11,0.8023,0.7664,0.5787,0.3141,0.8374,0.7839,0.6384,0.3172,0,0.08,0.5529
manor_hx_35833,hx_35833,,c_0,0.8472,0.8212,0.7839,0.6819,0.7761,0.5189,0.775,0.8038,0.7611,0.72,0.657
manor_hx_36074,hx_36074,baronial_seat,c_13,0.9022,0.8414,0.6642,0.3241,0.8873,0.7033,0.6845,0.6429,0,0.08,0.5494
manor_hx_36099,hx_36099,county_seat|market_town,c_14,0.9005,0.8917,0.647,0.3182,1,0.9313,0.7872,0.3384,0,0.08,0.5581
manor_hx_36394,hx_36394,baronial_seat,c_0,0.9303,0.9359,0.8481,0.6877,0.8836,0.602,0.8301,0.8438,0.7611,0.67,0.6819
manor_hx_36414,hx_36414,baronial_seat,c_3,0.765,0.687,0.5185,0.2626,0.7505,0.6906,0.5962,0.2093,0,0.08,0.4903
manor_hx_36638,hx_36638,abbey_site,c_13,0.9308,0.8757,0.6647,0.3038,0.992,0.8315,0.7887,0.5236,0,0.08,0.5317
manor_hx_36659,hx_36659,abbey_site,c_14,0.7502,0.7013,0.5409,0.3094,0.7803,0.7472,0.5993,0.2961,0,0.08,0.5447
manor_hx_36675,hx_36675,royal_seat|royal_castle|county_seat|market_town,c_0,1,1,0.8564,0.5472,1,0.8868,1,0.9,0.594,0.23,0.7058
manor_hx_36694,hx_36694,abbey_site,c_3,0.8561,0.7962,0.5764,0.2573,0.9154,0.8163,0.7373,0.2233,0,0.08,0.4828
manor_hx_37240,hx_37240,abbey_site,c_0,1,1,0.7402,0.3236,1,0.8941,0.8642,0.5789,0,0.08,0.5619
manor_hx_37277,hx_37277,baronial_seat,c_8,0.5607,0.5228,0.392,0.2142,0.629,0.6363,0.5433,0.119,0,0.08,0.4032
manor_hx_37470,hx_37470,abbey_site,c_13,0.6059,0.7132,0.602,0.5132,0.7204,0.8324,0.6678,0.269,0.7955,0.2467,0.6089
manor_hx_37520,hx_37520,baronial_seat,c_0,0.9212,0.8704,0.6795,0.3368,0.9202,0.7494,0.7014,0.6188,0,0.08,0.5713
manor_hx_37776,hx_37776,abbey_site,c_14,0.5866,0.6128,0.501,0.3435,0.6446,0.7263,0.5003,0.5574,0,0.27,0.4442
manor_hx_38075,hx_38075,abbey_site,c_0,0.9086,0.867,0.6741,0.302,0.981,0.8444,0.7861,0.4252,0,0.08,0.5619
manor_hx_38076,hx_38076,baronial_seat,c_0,0.8672,0.8099,0.6469,0.3368,0.8714,0.7381,0.6729,0.6188,0,0.08,0.5713
manor_hx_38320,hx_38320,baronial_seat,c_2,0.9154,0.8624,0.6707,0.3313,0.9123,0.7465,0.6965,0.5881,0,0.08,0.5656
manor_hx_38600,hx_38600,county_seat|market_town,c_2,1,1,0.7415,0.3307,1,0.8992,0.8714,0.6273,0,0.08,0.5636
manor_hx_38601,hx_38601,abbey_site,c_2,0.9154,0.8624,0.6707,0.3313,0.9123,0.7465,0.6965,0.5881,0,0.08,0.5656
manor_hx_38611,hx_38611,abbey_site,c_14,0.7921,0.7788,0.6232,0.3742,0.8442,0.7726,0.6521,0.5786,0,0.1467,0.59
manor_hx_38891,hx_38891,baronial_seat,c_2,0.8126,0.7788,0.6203,0.3427,0.8439,0.7336,0.6441,0.5786,0,0.08,0.5732
manor_hx_39173,hx_39173,county_seat|market_town,c_14,1,1,0.7496,0.3514,1,0.9332,0.8764,0.6612,0,0.08,0.586
manor_hx_39181,hx_39181,baronial_seat,c_14,0.9434,0.885,0.6809,0.3101,0.9987,0.8181,0.7951,0.604,0,0.08,0.5353
manor_hx_39737,hx_39737,baronial_seat,c_14,0.9322,0.8811,0.6897,0.3417,0.9307,0.7541,0.7084,0.6449,0,0.08,0.5774
manor_hx_39738,hx_39738,abbey_site,c_14,1,1,0.751,0.3417,1,0.9064,0.883,0.6879,0,0.08,0.5758
manor_hx_39791,hx_39791,abbey_site,c_3,0.875,0.7844,0.5873,0.2478,0.8969,0.7483,0.7363,0.3476,0,0.08,0.4633
manor_hx_39792,hx_39792,baronial_seat,c_3,0.7781,0.6709,0.5252,0.2513,0.7265,0.6192,0.5908,0.3259,0,0.08,0.4677
manor_hx_40341,hx_40341,baronial_seat,c_3,0.8991,0.8043,0.6137,0.2589,0.9147,0.7402,0.7504,0.453,0,0.08,0.4733
manor_hx_40839,hx_40839,abbey_site,c_2,0.8958,0.8498,0.6479,0.2913,0.9652,0.8371,0.7734,0.3823,0,0.08,0.5393
manor_hx_41119,hx_41119,baronial_seat,c_2,0.8546,0.7728,0.618,0.3102,0.8311,0.6925,0.6527,0.5589,0,0.08,0.5388
manor_hx_41691,hx_41691,baronial_seat,c_2,0.8921,0.8471,0.6234,0.2881,0.9673,0.8521,0.7677,0.3486,0,0.08,0.5191
manor_hx_41746,hx_41746,abbey_site,c_3,0.9353,0.8905,0.6745,0.3137,1,0.8528,0.796,0.5341,0,0.08,0.5445
manor_hx_41751,hx_41751,baronial_seat,c_3,0.909,0.8586,0.6412,0.2943,0.9769,0.8407,0.7764,0.4269,0,0.08,0.5236
manor_hx_41976,hx_41976,abbey_site,c_2,0.9058,0.8801,0.6462,0.3089,1,0.897,0.7854,0.3745,0,0.08,0.5468
manor_hx_41977,hx_41977,baronial_seat,c_2,0.8119,0.7573,0.5795,0.3046,0.8237,0.7509,0.6382,0.3511,0,0.08,0.5421
manor_hx_42026,hx_42026,baronial_seat,c_3,0.8381,0.7643,0.6044,0.3075,0.8247,0.7048,0.6459,0.5007,0,0.08,0.5374
manor_hx_42517,hx_42517,abbey_site,c_13,0.8369,0.8241,0.6801,0.4036,0.875,0.742,0.6818,0.7113,0.1748,0.08,0.6216
manor_hx_42519,hx_42519,county_seat|county_castle|market_town,c_13,1,1,0.7908,0.4098,1,0.9386,0.9303,0.8129,0.1748,0.08,0.6361
manor_hx_42799,hx_42799,baronial_seat,c_13,0.9432,0.9331,0.7602,0.4312,0.9617,0.7744,0.7547,0.7621,0.2871,0.08,0.6468
manor_hx_43364,hx_43364,abbey_site,c_2,0.9561,0.9276,0.7152,0.3584,1,0.8728,0.822,0.5393,0.1626,0.08,0.5841
manor_hx_43639,hx_43639,,c_13,0.4668,0.5445,0.5365,0.5166,0.5458,0.5787,0.5041,0.4612,0.6242,0.35,0.572
manor_hx_43645,hx_43645,baronial_seat,c_2,0.8419,0.7883,0.6339,0.3515,0.8378,0.7226,0.6689,0.5081,0.1626,0.08,0.5723
manor_hx_44484,hx_44484,,c_2,0.5751,0.629,0.5902,0.5275,0.6372,0.5984,0.55,0.6514,0.5808,0.32,0.5826
manor_hx_45664,hx_45664,abbey_site,c_12,0.8064,0.7121,0.5064,0.2056,0.8273,0.7357,0.6894,0.071,0,0.08,0.419
manor_hx_45945,hx_45945,baronial_seat,c_12,0.7134,0.6034,0.4495,0.2123,0.662,0.6088,0.5472,0.0666,0,0.08,0.4269
manor_hx_46733,hx_46733,baronial_seat,c_10,0.735,0.6893,0.5251,0.2818,0.7538,0.7008,0.5932,0.285,0,0.08,0.5051
manor_hx_47014,hx_47014,abbey_site,c_10,0.8301,0.8074,0.5826,0.2772,0.9236,0.8422,0.7325,0.2586,0,0.08,0.5006
manor_hx_47045,hx_47045,baronial_seat,c_12,0.6484,0.5243,0.392,0.1765,0.6444,0.6211,0.5761,0,0,0.08,0.3823
