site_id,hex_id,county_id,is_market_town,is_county_seat,is_royal_seat,is_royal_castle,is_bishop_seat,is_abbey,is_baronial_seat
manor_hx_34133,hx_34133,c_11,false,false,false,false,false,false,true
manor_hx_34173,hx_34173,c_1,false,false,false,false,false,false,true
manor_hx_34426,hx_34426,c_0,false,false,false,false,false,true,false
manor_hx_34695,hx_34695,c_11,false,false,false,false,false,true,false
manor_hx_34713,hx_34713,c_0,false,false,false,false,false,false,true
manor_hx_34988,hx_34988,c_0,false,false,false,false,false,false,true
manor_hx_35268,hx_35268,c_0,false,false,false,false,false,false,false
manor_hx_35273,hx_35273,c_0,false,false,false,false,false,true,false
manor_hx_35519,hx_35519,c_13,false,false,false,false,false,false,true
manor_hx_35791,hx_35791,c_13,false,false,false,false,false,true,false
manor_hx_35793,hx_35793,c_13,true,true,false,false,false,false,false
manor_hx_35818,hx_35818,c_11,false,false,false,false,false,false,true
manor_hx_35833,hx_35833,c_0,false,false,false,false,false,false,false
manor_hx_36074,hx_36074,c_13,false,false,false,false,false,false,true
manor_hx_36099,hx_36099,c_14,true,true,false,false,false,false,false
manor_hx_36394,hx_36394,c_0,false,false,false,false,false,false,true
manor_hx_36414,hx_36414,c_3,false,false,false,false,false,false,true
manor_hx_36638,hx_36638,c_13,false,false,false,false,false,true,false
manor_hx_36659,hx_36659,c_14,false,false,false,false,false,true,false
manor_hx_36675,hx_36675,c_0,true,true,true,true,false,false,false
manor_hx_36694,hx_36694,c_3,false,false,false,false,false,true,false
manor_hx_37240,hx_37240,c_0,false,false,false,false,false,true,false
manor_hx_37277,hx_37277,c_8,false,false,false,false,false,false,true
manor_hx_37470,hx_37470,c_13,false,false,false,false,false,true,false
manor_hx_37520,hx_37520,c_0,false,false,false,false,false,false,true
manor_hx_37776,hx_37776,c_14,false,false,false,false,false,true,false
manor_hx_38075,hx_38075,c_0,false,false,false,false,false,true,false
manor_hx_38076,hx_38076,c_0,false,false,false,false,false,false,true
manor_hx_38320,hx_38320,c_2,false,false,false,false,false,false,true
manor_hx_38600,hx_38600,c_2,true,true,false,false,false,false,false
manor_hx_38601,hx_38601,c_2,false,false,false,false,false,true,false
manor_hx_38611,hx_38611,c_14,false,false,false,false,false,true,false
manor_hx_38891,hx_38891,c_2,false,false,false,false,false,false,true
manor_hx_39173,hx_39173,c_14,true,true,false,false,false,false,false
manor_hx_39181,hx_39181,c_14,false,false,false,false,false,false,true
manor_hx_39737,hx_39737,c_14,false,false,false,false,false,false,true
manor_hx_39738,hx_39738,c_14,false,false,false,false,false,true,false
manor_hx_39791,hx_39791,c_3,false,false,false,false,false,true,false
manor_hx_39792,hx_39792,c_3,false,false,false,false,false,false,true
manor_hx_40341,hx_40341,c_3,false,false,false,false,false,false,true
manor_hx_40839,hx_40839,c_2,false,false,false,false,false,true,false
manor_hx_41119,hx_41119,c_2,false,false,false,false,false,false,true
manor_hx_41691,hx_41691,c_2,false,false,false,false,false,false,true
manor_hx_41746,hx_41746,c_3,false,false,false,false,false,true,false
manor_hx_41751,hx_41751,c_3,false,false,false,false,false,false,true
manor_hx_41976,hx_41976,c_2,false,false,false,false,false,true,false
manor_hx_41977,hx_41977,c_2,false,false,false,false,false,false,true
manor_hx_42026,hx_42026,c_3,false,false,false,false,false,false,true
manor_hx_42517,hx_42517,c_13,false,false,false,false,false,true,false
manor_hx_42519,hx_42519,c_13,true,true,false,false,false,false,false
manor_hx_42799,hx_42799,c_13,false,false,false,false,false,false,true
manor_hx_43364,hx_43364,c_2,false,false,false,false,false,true,false
manor_hx_43639,hx_43639,c_13,false,false,false,false,false,false,false
manor_hx_43645,hx_43645,c_2,false,false,false,false,false,false,true
manor_hx_44484,hx_44484,c_2,false,false,false,false,false,false,false
manor_hx_45664,hx_45664,c_12,false,false,false,false,false,true,false
manor_hx_45945,hx_45945,c_12,false,false,false,false,false,false,true
manor_hx_46733,hx_46733,c_10,false,false,false,false,false,false,true
manor_hx_47014,hx_47014,c_10,false,false,false,false,false,true,false
manor_hx_47045,hx_47045,c_12,false,false,false,false,false,false,true
