id,type,route_access_score,route_degree,travel_cost_to_nearest_market_town,travel_cost_to_nearest_county_seat,travel_cost_to_nearest_bishop_seat,nearest_trunk_route_distance
manor_hx_24366,ordinary,0.5523,9,6.92,6.92,6.92,0
manor_hx_24583,elite_complex,0.8829,6,0,0,0,0
manor_hx_24589,elite_complex,0.8175,3,6.296,6.296,6.296,0
manor_hx_24600,ordinary,0.7423,5,2.768,2.768,2.768,0
manor_hx_24610,ordinary,0.5881,6,5.536,5.536,5.536,0
manor_hx_24620,ordinary,0.6527,7,11.072,11.072,11.072,0
manor_hx_24622,elite_complex,0.746,4,8.304,8.304,8.304,0
manor_hx_24636,ordinary,0.7153,7,11.072,11.072,11.072,0
manor_hx_24643,ordinary,0.4295,6,5.536,5.536,5.536,0
manor_hx_24650,ordinary,0.5098,4,6.92,6.92,6.92,0
manor_hx_24864,elite_complex,0.8829,5,2.144,2.144,2.144,0
manor_hx_24871,ordinary,0.8125,5,2.768,2.768,2.768,0
manor_hx_24875,ordinary,0.875,7,4.152,4.152,4.152,0
manor_hx_24882,elite_complex,0.8483,7,0,0,0,0
manor_hx_24888,elite_complex,0.6032,4,9.688,9.688,9.688,0
manor_hx_24897,ordinary,0.4738,6,12.456,12.456,12.456,0
manor_hx_24905,ordinary,0.7039,15,5.536,5.536,5.536,0
manor_hx_25153,elite_complex,0.9375,6,0,0,0,0
manor_hx_25154,elite_complex,1,5,1.384,1.384,1.384,0
manor_hx_25155,elite_complex,0.9375,3,2.768,2.768,2.768,0
manor_hx_25162,elite_complex,0.7953,4,1.384,1.384,1.384,0
manor_hx_25163,elite_complex,0.7953,4,1.384,1.384,1.384,0
manor_hx_25167,ordinary,0.5832,6,7.442,7.442,7.442,0
manor_hx_25174,ordinary,0.4901,6,11.072,11.072,11.072,0
manor_hx_25209,elite_complex,0.4278,4,2.768,2.768,2.768,0
manor_hx_25425,ordinary,0.7652,4,4.912,4.912,4.912,0
manor_hx_25480,ordinary,0.5109,6,11.072,11.072,11.072,0
manor_hx_25706,strategic,0.7064,6,6.296,6.296,6.296,0
manor_hx_25708,elite_complex,0.7094,5,7.68,7.68,7.68,0
manor_hx_25720,ordinary,0.625,5,8.304,8.304,8.304,0
manor_hx_25725,ordinary,0.6892,6,4.152,4.152,4.152,0
manor_hx_25732,ordinary,0.4309,5,12.116,12.116,12.116,0
manor_hx_25742,ordinary,0.5595,3,13.84,13.84,13.84,0
manor_hx_25764,ordinary,0.3066,4,11.072,11.072,11.072,0
manor_hx_25770,elite_complex,0.4889,6,0,0,0,0
manor_hx_25772,ordinary,0.4278,5,2.768,2.768,2.768,0
manor_hx_25991,ordinary,0.625,6,6.92,6.92,6.92,0
manor_hx_26019,ordinary,0.373,6,17.992,17.992,17.992,0
manor_hx_26054,strategic,0.4329,3,7.628,7.628,7.628,0
manor_hx_26264,ordinary,0.5886,4,11.492,11.492,11.492,0
manor_hx_26270,elite_complex,0.6207,4,9.688,9.688,9.688,0
manor_hx_26278,ordinary,0.75,6,6.92,6.92,6.92,0
manor_hx_26289,ordinary,0.4772,5,9.688,9.688,9.688,0
manor_hx_26296,ordinary,0.2941,6,16.608,16.608,16.608,0
manor_hx_26328,ordinary,0.3667,7,5.536,5.536,5.536,0
manor_hx_26548,ordinary,0.5764,4,10.97,10.97,10.97,0
manor_hx_26840,elite_complex,0.625,3,10.21,10.21,10.21,0
manor_hx_26842,ordinary,0.5,5,13.5,13.5,13.5,0
manor_hx_26847,ordinary,0.4772,6,9.688,9.688,9.688,0
manor_hx_26853,ordinary,0.3016,5,15.224,15.224,15.224,0
manor_hx_26886,ordinary,0.2661,6,11.072,11.072,11.072,0
manor_hx_26892,ordinary,0.4657,6,5.536,5.536,5.536,0
manor_hx_26894,elite_complex,0.4989,6,5.536,5.536,5.536,0
manor_hx_26899,ordinary,0.3326,3,13.84,13.84,13.84,0
manor_hx_27114,ordinary,0.5625,4,12.978,12.978,12.978,0
manor_hx_27120,elite_complex,0.5625,3,12.638,12.638,12.638,0
manor_hx_27140,ordinary,0.2331,5,22.144,22.144,22.144,0
manor_hx_27156,elite_complex,0.3839,1,29.064,29.064,29.064,0
manor_hx_27174,elite_complex,0.5322,4,6.92,6.92,6.92,0
manor_hx_27387,ordinary,0.399,6,17.028,17.028,17.028,0
manor_hx_27411,ordinary,0.3711,5,15.224,15.224,15.224,0
manor_hx_27417,ordinary,0.2154,5,20.76,20.76,20.76,0
manor_hx_27450,ordinary,0.3659,5,11.072,11.072,11.072,0
manor_hx_27457,ordinary,0.4324,6,9.688,9.688,9.688,0
manor_hx_27657,strategic,0.373,1,45.226,45.226,47.03,0
manor_hx_27664,ordinary,0.3364,4,16.608,16.608,18.412,0
manor_hx_27672,ordinary,0.399,5,18.072,18.072,18.072,0
manor_hx_27681,ordinary,0.4375,7,15.406,15.406,15.406,0
manor_hx_27686,ordinary,0.3181,6,15.224,15.224,15.224,0
manor_hx_27958,ordinary,0.375,5,20.602,20.602,20.602,0
manor_hx_27999,ordinary,0.3119,9,24.912,24.912,24.912,0
manor_hx_28005,ordinary,0.2028,6,17.992,17.992,17.992,0
manor_hx_28014,ordinary,0.4324,8,11.072,11.072,11.072,0
manor_hx_28250,ordinary,0.2121,6,16.608,16.608,16.608,0
manor_hx_28301,ordinary,0.4174,5,6.92,6.92,6.92,0
manor_hx_28511,ordinary,0.4806,7,17.152,17.152,22.564,0
manor_hx_28526,elite_complex,0.2736,5,19.376,19.376,19.376,0
manor_hx_28561,elite_complex,0.3245,4,26.296,26.296,26.296,0
manor_hx_28563,ordinary,0.2839,6,23.528,23.528,23.528,0
manor_hx_28569,ordinary,0.1996,6,17.992,17.992,17.992,0
manor_hx_28578,ordinary,0.4554,6,5.536,5.536,5.536,0
manor_hx_28787,ordinary,0.5287,5,11.072,11.072,23.948,0
manor_hx_28789,elite_complex,0.5287,4,13.84,13.84,26.716,0
manor_hx_28795,ordinary,0.3768,5,22.688,22.688,23.608,0
manor_hx_28802,ordinary,0.2463,5,23.552,23.552,23.552,0
manor_hx_28807,elite_complex,0.2798,4,21.282,21.282,21.282,0
manor_hx_28808,ordinary,0.2623,6,20.76,20.76,20.76,0
manor_hx_28842,elite_complex,0.3042,4,26.296,26.296,26.296,0
manor_hx_29079,ordinary,0.2826,6,26.66,26.66,26.66,0
manor_hx_29096,ordinary,0.1731,9,23.528,23.528,23.528,0
manor_hx_29121,ordinary,0.2839,6,29.064,29.064,29.064,0
manor_hx_29127,ordinary,0.2028,6,23.528,23.528,23.528,0
manor_hx_29351,elite_complex,0.6248,4,13,13,26.716,0
manor_hx_29366,ordinary,0.2273,7,23.528,23.528,23.528,0
manor_hx_29422,elite_complex,0.5692,5,1.384,1.384,1.384,0
manor_hx_29424,ordinary,0.4933,5,4.152,4.152,4.152,0
manor_hx_29632,strategic,0.6248,5,13.76,13.76,28.86,0
manor_hx_29654,ordinary,0.1865,6,23.528,23.528,23.528,0
manor_hx_29679,ordinary,0.2207,7,29.064,29.064,29.064,0
manor_hx_29685,ordinary,0.2434,7,29.064,29.064,29.064,0
manor_hx_29691,ordinary,0.1897,5,17.992,17.992,17.992,0
manor_hx_29700,ordinary,0.5313,5,2.768,2.768,2.768,0
manor_hx_29702,elite_complex,0.6072,7,0,0,0,0
manor_hx_29703,elite_complex,0.5692,3,1.384,1.384,1.384,0
manor_hx_29917,ordinary,0.5181,7,22.688,22.688,29.144,0
manor_hx_29923,ordinary,0.2355,6,29.088,29.088,29.088,0
manor_hx_29930,ordinary,0.2098,7,26.818,26.818,26.818,0
manor_hx_29936,elite_complex,0.2131,4,26.296,26.296,26.296,0
manor_hx_30183,elite_complex,0.3845,2,21.358,21.358,48.97,0
manor_hx_30188,strategic,0.6248,5,4.152,4.152,30.868,0
manor_hx_30191,elite_complex,0.769,7,5.048,5.048,33.148,0
manor_hx_30217,elite_complex,0.1998,4,27.68,27.68,27.68,0
manor_hx_30220,ordinary,0.1598,5,29.064,29.064,29.064,0
manor_hx_30243,ordinary,0.2207,6,34.6,34.6,34.6,0
manor_hx_30249,ordinary,0.1623,6,23.528,23.528,23.528,0
manor_hx_30255,ordinary,0.2656,7,12.456,12.456,12.456,0
manor_hx_30471,elite_complex,0.7209,3,2.144,2.144,35.78,0
manor_hx_30481,ordinary,0.4239,6,23.936,23.936,33.58,0
manor_hx_30488,ordinary,0.1749,6,29.064,29.064,29.064,0
manor_hx_30504,ordinary,0.2181,9,34.6,34.6,34.6,0
manor_hx_30545,ordinary,0.4933,4,4.152,4.152,4.152,0
manor_hx_30749,ordinary,0.6383,4,2.768,2.768,33.636,0
manor_hx_30751,elite_complex,0.7295,7,0,0,35.02,0
manor_hx_30774,ordinary,0.1574,5,31.492,31.492,31.492,0
manor_hx_30778,ordinary,0.1731,7,30.448,30.448,30.448,0
manor_hx_30801,ordinary,0.3468,5,34.6,34.6,34.6,0
manor_hx_30807,ordinary,0.1623,6,29.064,29.064,29.064,0
manor_hx_30813,ordinary,0.1507,5,17.992,17.992,17.992,0
manor_hx_30822,ordinary,0.4554,7,5.536,5.536,5.536,0
manor_hx_31036,strategic,0.7536,7,10.584,10.584,41.248,0
manor_hx_31039,elite_complex,0.6123,4,18.4,18.4,34.68,0
manor_hx_31045,ordinary,0.3297,6,27.68,27.68,34.624,0
manor_hx_31332,ordinary,0.1224,5,26.818,26.818,34.26,0
manor_hx_31343,ordinary,0.1908,5,31.832,31.832,34.6,0
manor_hx_31352,elite_complex,0.4362,2,31.832,31.832,49.824,0
manor_hx_31365,ordinary,0.2838,6,34.6,34.6,34.6,0
manor_hx_31371,ordinary,0.1326,5,23.528,23.528,23.528,0
manor_hx_31596,elite_complex,0.7681,5,6.92,6.92,41.94,0
manor_hx_31603,ordinary,0.4321,5,22.144,22.144,39.116,0
manor_hx_31609,ordinary,0.1766,6,23.71,23.71,34.6,0
manor_hx_31661,elite_complex,0.3036,3,11.072,11.072,11.072,0
manor_hx_31662,elite_complex,0.3415,3,9.688,9.688,9.688,0
manor_hx_31874,ordinary,0.6241,5,5.536,5.536,40.556,0
manor_hx_31897,ordinary,0.2458,5,26.818,26.818,37.028,0
manor_hx_31901,ordinary,0.2458,5,26.818,26.818,35.984,0
manor_hx_31918,ordinary,0.4099,8,31.832,31.832,41.52,0
manor_hx_31922,ordinary,0.4414,7,35.984,35.984,40.136,0
manor_hx_31929,ordinary,0.2207,5,29.064,29.064,29.064,0
manor_hx_32156,elite_complex,0.6721,4,8.304,8.304,43.324,0
manor_hx_32201,elite_complex,0.5045,5,33.216,33.216,42.904,0
manor_hx_32202,elite_complex,0.473,3,34.6,34.6,41.52,0
manor_hx_32215,ordinary,0.2211,7,22.144,22.144,22.144,0
manor_hx_32438,ordinary,0.6241,7,11.072,11.072,46.092,0
manor_hx_32442,ordinary,0.4801,5,16.608,16.608,44.652,0
manor_hx_32455,ordinary,0.1756,5,21.282,21.282,39.796,0
manor_hx_32476,ordinary,0.3989,6,26.296,26.296,47.056,0
manor_hx_32504,ordinary,0.2449,9,13.84,13.84,13.84,0
manor_hx_32727,ordinary,0.24,7,20.942,20.942,42.904,0
manor_hx_32745,ordinary,0.4008,7,24.912,24.912,41.52,0
manor_hx_32757,elite_complex,0.4255,4,26.296,26.296,48.44,0
manor_hx_32767,ordinary,0.3153,6,35.984,35.984,35.984,0
manor_hx_32996,ordinary,0.5281,5,11.072,11.072,46.092,0
manor_hx_33021,ordinary,0.3862,6,21.282,21.282,41.52,0
manor_hx_33034,ordinary,0.4008,7,20.76,20.76,48.44,0
manor_hx_33038,elite_complex,0.3989,4,26.296,26.296,49.824,0
manor_hx_33040,ordinary,0.3784,7,27.68,27.68,47.056,0
manor_hx_33044,ordinary,0.4099,6,33.216,33.216,41.52,0
manor_hx_33292,ordinary,0.2201,7,15.406,15.406,42.904,0
manor_hx_33333,ordinary,0.2583,7,30.448,30.448,30.448,0
manor_hx_33562,ordinary,0.4321,5,16.608,16.608,50.188,0
manor_hx_33566,ordinary,0.288,5,20.942,20.942,48.44,0
manor_hx_33578,ordinary,0.2809,6,15.746,15.746,45.332,0
manor_hx_33623,ordinary,0.2874,6,20.76,20.76,20.76,0
manor_hx_33850,ordinary,0.2201,6,15.406,15.406,48.44,0
manor_hx_33891,ordinary,0.2583,6,35.984,35.984,35.984,0
manor_hx_33893,elite_complex,0.2952,4,33.216,33.216,33.216,0
manor_hx_33901,elite_complex,0.3537,3,24.912,24.912,24.912,0
manor_hx_33902,elite_complex,0.3316,3,23.528,23.528,23.528,0
manor_hx_34098,strategic,0.4438,2,41.862,41.862,105.946,0
manor_hx_34120,ordinary,0.336,5,16.608,16.608,51.628,0
manor_hx_34133,elite_complex,0.2802,5,11.254,11.254,47.056,0
manor_hx_34153,ordinary,0.6872,8,13.84,13.84,52.592,0
manor_hx_34157,ordinary,0.4581,5,16.608,16.608,53.976,0
manor_hx_34161,ordinary,0.2925,6,22.144,22.144,52.592,0
manor_hx_34173,elite_complex,0.2767,4,34.6,34.6,34.6,0
manor_hx_34415,ordinary,0.3002,6,9.87,9.87,48.44,0
manor_hx_34426,elite_complex,0.5618,5,18.514,18.514,48.44,0
manor_hx_34455,ordinary,0.2583,6,35.984,35.984,35.984,0
manor_hx_34689,ordinary,0.2001,6,15.406,15.406,53.976,0
manor_hx_34695,elite_complex,0.3202,4,8.486,8.486,49.824,0
manor_hx_34699,ordinary,0.2809,5,10.21,10.21,50.868,0
manor_hx_34713,elite_complex,0.8017,2,11.072,11.072,55.36,0
manor_hx_34739,ordinary,0.2432,7,31.832,31.832,31.832,0
manor_hx_34744,ordinary,0.2874,7,24.912,24.912,24.912,0
manor_hx_34973,ordinary,0.2602,5,9.87,9.87,51.208,0
manor_hx_34983,ordinary,0.4251,7,11.594,11.594,51.208,0
manor_hx_34988,elite_complex,0.6299,3,20.408,20.408,53.488,0
manor_hx_35008,ordinary,0.1892,6,27.68,27.68,45.672,0
manor_hx_35240,ordinary,0.3652,5,12.456,12.456,57.164,0
manor_hx_35268,strategic,0.6299,7,17.504,17.504,54.872,0
manor_hx_35273,elite_complex,0.9162,4,8.304,8.304,58.128,0
manor_hx_35278,ordinary,0.6299,7,11.072,11.072,59.512,0
manor_hx_35282,ordinary,0.4008,5,16.608,16.608,56.744,0
manor_hx_35294,ordinary,0.203,8,35.984,35.984,40.136,0
manor_hx_35519,elite_complex,0.4174,2,15.224,15.224,59.932,0
manor_hx_35537,ordinary,0.2961,7,4.334,4.334,53.976,0
manor_hx_35566,ordinary,0.1718,6,22.144,22.144,51.208,0
manor_hx_35578,ordinary,0.1845,5,37.368,37.368,37.368,0
manor_hx_35791,elite_complex,0.6001,3,2.768,2.768,72.388,0
manor_hx_35793,elite_complex,0.6858,4,0,0,69.62,0
manor_hx_35795,ordinary,0.6001,10,2.768,2.768,66.852,0
manor_hx_35818,elite_complex,0.3172,3,2.428,2.428,55.882,0
manor_hx_35821,ordinary,0.2749,7,4.674,4.674,56.404,0
manor_hx_35833,strategic,0.8038,5,7.952,7.952,63.176,0
manor_hx_36074,elite_complex,0.6429,2,1.384,1.384,69.62,0
manor_hx_36099,elite_complex,0.3384,5,0,0,58.31,0
manor_hx_36105,ordinary,0.4287,5,10.21,10.21,56.744,0
manor_hx_36116,ordinary,0.7444,5,4.152,4.152,62.28,0
manor_hx_36130,ordinary,0.1675,7,27.68,27.68,49.824,0
manor_hx_36362,ordinary,0.36,5,12.456,12.456,62.7,0
manor_hx_36394,elite_complex,0.8438,1,2.144,2.144,68.576,0
manor_hx_36404,ordinary,0.3375,6,16.608,16.608,58.128,0
manor_hx_36414,elite_complex,0.2093,5,33.216,33.216,45.672,0
manor_hx_36416,ordinary,0.1814,5,35.984,35.984,44.288,0
manor_hx_36638,elite_complex,0.5236,4,6.92,6.92,69.62,0
manor_hx_36639,ordinary,0.4909,5,8.304,8.304,68.236,0
manor_hx_36659,elite_complex,0.2961,3,4.856,4.856,63.166,0
manor_hx_36675,elite_complex,0.9,9,0,0,66.432,0
manor_hx_36680,ordinary,0.6188,5,9.688,9.688,65.048,0
manor_hx_36688,ordinary,0.2171,5,22.144,22.144,55.36,0
manor_hx_36694,elite_complex,0.2233,3,31.832,31.832,47.056,0
manor_hx_36913,ordinary,0.5143,7,5.536,5.536,75.156,0
manor_hx_36937,ordinary,0.3981,6,9.53,9.53,61.94,0
manor_hx_36941,ordinary,0.302,7,4.674,4.674,61.94,0
manor_hx_36951,ordinary,0.6188,5,6.92,6.92,65.048,0
manor_hx_36974,ordinary,0.2093,5,30.448,30.448,48.44,0
manor_hx_37225,ordinary,0.225,6,10.21,10.21,62.28,0
manor_hx_37238,ordinary,0.7313,6,4.152,4.152,67.816,0
manor_hx_37240,elite_complex,0.6188,4,6.92,6.92,67.816,0
manor_hx_37260,ordinary,0.1416,7,40.136,40.136,44.288,0
manor_hx_37277,elite_complex,0.119,2,49.384,49.384,49.384,0
manor_hx_37470,elite_complex,0.3,1,18.406,18.406,88.026,0
manor_hx_37484,ordinary,0.3272,5,11.072,11.072,68.236,0
manor_hx_37515,ordinary,0.7313,5,4.152,4.152,70.584,0
manor_hx_37520,elite_complex,0.6188,5,6.92,6.92,69.2,0
manor_hx_37527,ordinary,0.3256,6,17.992,17.992,60.896,0
manor_hx_37532,ordinary,0.1699,6,24.912,24.912,53.976,0
manor_hx_37757,ordinary,0.5097,7,4.152,4.152,76.54,0
manor_hx_37761,ordinary,0.4705,8,5.536,5.536,73.772,0
manor_hx_37776,elite_complex,0.5574,3,15.46,15.46,71.256,0
manor_hx_37802,ordinary,0.5065,7,9.688,9.688,69.2,0
manor_hx_38064,ordinary,0.3397,5,10.21,10.21,67.476,0
manor_hx_38073,ordinary,0.5062,6,9.688,9.688,70.584,0
manor_hx_38075,elite_complex,0.6188,5,6.92,6.92,73.352,0
manor_hx_38076,elite_complex,0.6188,4,6.92,6.92,73.352,0
manor_hx_38096,ordinary,0.2265,6,30.448,30.448,53.976,0
manor_hx_38320,elite_complex,0.5881,4,1.384,1.384,77.924,0
manor_hx_38341,ordinary,0.4907,7,11.594,11.594,68.86,0
manor_hx_38359,ordinary,0.5625,8,8.304,8.304,74.736,0
manor_hx_38600,elite_complex,0.6273,7,0,0,79.308,0
manor_hx_38601,elite_complex,0.5881,4,1.384,1.384,77.924,0
manor_hx_38605,ordinary,0.4313,6,6.92,6.92,73.772,0
manor_hx_38611,elite_complex,0.5786,4,2.768,2.768,82.076,0
manor_hx_38617,ordinary,0.5972,6,9.688,9.688,75.78,0
manor_hx_38646,ordinary,0.3618,5,15.224,15.224,67.816,0
manor_hx_38891,elite_complex,0.5786,4,2.768,2.768,80.692,0
manor_hx_38917,ordinary,0.45,6,11.072,11.072,76.12,0
manor_hx_38923,ordinary,0.45,6,13.84,13.84,73.352,0
manor_hx_38930,ordinary,0.2171,7,20.76,20.76,63.664,0
manor_hx_39163,ordinary,0.5097,5,4.152,4.152,79.308,0
manor_hx_39169,ordinary,0.4959,6,6.92,6.92,76.54,0
manor_hx_39173,elite_complex,0.6612,6,0,0,83.46,0
manor_hx_39181,elite_complex,0.604,4,15.224,15.224,73.012,0
manor_hx_39185,ordinary,0.453,7,15.746,15.746,73.012,0
manor_hx_39194,ordinary,0.3375,7,15.224,15.224,74.736,0
manor_hx_39439,ordinary,0.4705,7,5.536,5.536,84.844,0
manor_hx_39455,ordinary,0.5786,6,2.768,2.768,82.7,0
manor_hx_39461,ordinary,0.5663,5,13.84,13.84,74.396,0
manor_hx_39481,ordinary,0.3375,7,13.84,13.84,78.888,0
manor_hx_39737,elite_complex,0.6449,4,5.536,5.536,82.7,0
manor_hx_39738,elite_complex,0.6879,4,6.92,6.92,81.316,0
manor_hx_39768,ordinary,0.2533,5,20.76,20.76,70.584,0
manor_hx_39791,elite_complex,0.3476,4,55.36,55.36,55.36,0
manor_hx_39792,elite_complex,0.3259,2,53.976,53.976,53.976,0
manor_hx_40013,ordinary,0.5372,6,4.152,4.152,82.076,0
manor_hx_40019,ordinary,0.6449,7,8.304,8.304,79.932,0
manor_hx_40039,ordinary,0.2392,4,16.608,16.608,81.656,0
manor_hx_40045,ordinary,0.225,5,19.376,19.376,76.12,0
manor_hx_40074,ordinary,0.2824,7,51.208,51.208,51.208,0
manor_hx_40278,ordinary,0.4064,4,11.072,11.072,90.38,0
manor_hx_40286,ordinary,0.3921,6,9.688,9.688,82.076,0
manor_hx_40341,elite_complex,0.453,1,47.056,47.056,74.736,0
manor_hx_40571,ordinary,0.3719,6,14.204,14.204,87.612,0
manor_hx_40577,ordinary,0.5159,8,6.92,6.92,85.468,0
manor_hx_40583,ordinary,0.4729,6,13.84,13.84,79.932,0
manor_hx_40603,ordinary,0.186,4,19.376,19.376,81.656,0
manor_hx_40836,ordinary,0.5081,5,8.304,8.304,95.916,0
manor_hx_40839,elite_complex,0.5081,4,11.072,11.072,93.148,0
manor_hx_40889,ordinary,0.1085,7,24.912,24.912,74.736,0
manor_hx_41119,elite_complex,0.5589,4,9.688,9.688,94.532,0
manor_hx_41122,ordinary,0.4064,8,11.072,11.072,91.764,0
manor_hx_41135,ordinary,0.3719,6,11.254,11.254,89.178,0
manor_hx_41141,ordinary,0.4729,5,12.456,12.456,85.468,0
manor_hx_41161,ordinary,0.1329,11,22.144,22.144,84.424,0
manor_hx_41188,ordinary,0.4006,7,47.056,47.056,63.664,0
manor_hx_41409,ordinary,0.305,7,15.224,15.224,87.612,0
manor_hx_41465,ordinary,0.5007,7,41.52,41.52,69.2,0
manor_hx_41473,ordinary,0.3469,6,53.976,53.976,59.512,0
manor_hx_41691,elite_complex,0.3486,3,17.992,17.992,90.38,0
manor_hx_41693,ordinary,0.305,7,17.312,17.312,93.148,0
manor_hx_41699,ordinary,0.3869,5,12.456,12.456,91.004,0
manor_hx_41746,elite_complex,0.5341,4,42.904,42.904,69.2,0
manor_hx_41751,elite_complex,0.4269,3,51.208,51.208,63.664,0
manor_hx_41957,ordinary,0.7113,5,2.768,2.768,101.452,0
manor_hx_41961,ordinary,0.6097,7,5.536,5.536,97.3,0
manor_hx_41976,elite_complex,0.3745,5,15.928,15.928,93.852,0
manor_hx_41977,elite_complex,0.3511,5,15.928,15.928,93.852,0
manor_hx_42026,elite_complex,0.5007,4,44.288,44.288,70.584,0
manor_hx_42257,ordinary,0.3511,6,17.312,17.312,95.236,0
manor_hx_42263,ordinary,0.301,6,17.992,17.992,88.236,0
manor_hx_42312,ordinary,0.3735,6,52.592,52.592,65.048,0
manor_hx_42517,elite_complex,0.7113,4,2.768,2.768,104.22,0
manor_hx_42519,elite_complex,0.8129,9,0,0,102.836,0
manor_hx_42525,ordinary,0.5081,6,11.072,11.072,98.684,0
manor_hx_42532,ordinary,0.2832,6,20.76,20.76,93.148,0
manor_hx_42589,ordinary,0.434,5,47.056,47.056,70.584,0
manor_hx_42596,ordinary,0.2935,3,58.128,58.128,65.048,0
manor_hx_42796,ordinary,0.6097,5,5.536,5.536,106.988,0
manor_hx_42799,elite_complex,0.7621,3,1.384,1.384,104.22,0
manor_hx_42821,ordinary,0.2575,6,17.992,17.992,93.772,0
manor_hx_42866,ordinary,0.4006,4,48.44,48.44,74.736,0
manor_hx_43082,ordinary,0.6605,5,4.152,4.152,102.836,0
manor_hx_43096,ordinary,0.2809,6,21.464,21.464,98.684,0
manor_hx_43364,elite_complex,0.5589,5,6.92,6.92,105.604,0
manor_hx_43369,ordinary,0.3708,6,15.224,15.224,101.452,0
manor_hx_43434,ordinary,0.2671,3,53.976,53.976,70.584,0
manor_hx_43639,strategic,0.6097,3,6.548,6.548,109.384,0
manor_hx_43645,elite_complex,0.5081,4,8.304,8.304,105.604,0
manor_hx_43646,ordinary,0.4719,7,9.688,9.688,104.22,0
manor_hx_43660,ordinary,0.2341,5,23.528,23.528,99.308,0
manor_hx_43705,ordinary,0.2671,4,47.056,47.056,80.272,0
manor_hx_43933,ordinary,0.2359,6,20.76,20.76,100.068,0
manor_hx_44204,ordinary,0.6107,7,8.304,8.304,109.756,0
manor_hx_44484,strategic,0.6514,3,10.7,10.7,112.152,0
manor_hx_44768,ordinary,0.4885,8,13.84,13.84,109.756,0
manor_hx_44772,ordinary,0.3257,6,19.376,19.376,105.604,0
manor_hx_44779,ordinary,0.1404,6,29.064,29.064,106.228,0
manor_hx_45056,ordinary,0.1628,6,24.912,24.912,105.604,0
manor_hx_45063,ordinary,0.117,6,29.064,29.064,102.076,0
manor_hx_45607,ordinary,0.4885,4,18.632,18.632,118.06,0
manor_hx_45663,ordinary,0.0666,6,48.44,48.44,92.728,0
manor_hx_45664,elite_complex,0.071,3,49.824,49.824,94.112,0
manor_hx_45891,ordinary,0.3664,8,19.376,19.376,112.524,0
manor_hx_45895,ordinary,0.2036,5,24.912,24.912,111.14,0
manor_hx_45901,ordinary,0.0808,6,31.832,31.832,108.996,0
manor_hx_45945,elite_complex,0.0666,3,51.208,51.208,95.496,0
manor_hx_46185,ordinary,0.0323,8,34.6,34.6,107.612,0
manor_hx_46459,ordinary,0.1455,6,30.448,30.448,112.524,0
