facility_id,facility_business_key,facility_kind,facility_type,parent_manor_id,parent_local_community_unit_id,jurisdiction,parent_asset_surface_id,parent_surface_key,operational_state,fortification_posture,coverage_requirement,coverage_state,named_post_assignment_id,functional_custody_assignment_id,fortification_profile_id,right_register_row_id,access_or_right_family,right_holder_entity_key,beneficiary_entity_key,appointing_authority_entity_key,security_responsibility_instance_id,security_accountable_owner_person_id,security_accountable_owner_person_name,franchise_instance_state,franchise_responsibility_instance_id,franchise_candidate_instance_key,franchise_candidate_owner_person_id,franchise_candidate_owner_person_name,revenue_instance_state,revenue_candidate_instance_key,revenue_candidate_owner_person_id,revenue_candidate_owner_person_name,gate_access_profile,custody_profile,equipment_or_armory_profile,standing_force_profile,condition_fact_state,security_identity_coverage_runtime_authority,operation_runtime_authority,fiscal_runtime_authority,current_pas_eligible,source_status,materialization_approval
impproj_step5ec_4bbc764ab78b06,fortification_project:impproj_step5ec_4bbc764ab78b06,future_fortification,fortification_or_garrison_work,manor_hx_39535,,Crowmarsh,estate_surface_71e3fc02e132ab8ec8e8,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,house_grisard_vale_aaj8,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_4e7ea5f021dbd6,fortification_project:impproj_step5ec_4e7ea5f021dbd6,future_fortification,fortification_or_garrison_work,manor_hx_48494,,Alderwick,estate_surface_54f3003d36f8e66168cb,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,House Falvier Gate,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_64d9281b011170,fortification_project:impproj_step5ec_64d9281b011170,inherited_fortification,fortification_or_garrison_work,manor_hx_45952,,Falkenford,estate_surface_cef92e811e6f5d7db586,IE-013,active,inherited_modernization_routine_maintenance,ordinary_local,ordinary_local_coverage,,,security-fortification-profile:impproj_step5ec_64d9281b011170,,,house_perravel_upper_xw5t,,,cri2_a11d2b7a7be2dcf1b7148f92,t0p_24a70aa22b080f7c98edfebb,Arnold Shepherd,not_a_franchise,,,,,not_a_revenue_right,,,,not_independently_admitted,not_independently_admitted,not_independently_admitted,not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_67180a1327a218,fortification_project:impproj_step5ec_67180a1327a218,inherited_fortification,fortification_or_garrison_work,manor_hx_36156,,Merewatch,estate_surface_e59024bb83abb7f18d06,IE-013,active,inherited_major_rehabilitation_candidate,ordinary_local,ordinary_local_coverage,,,security-fortification-profile:impproj_step5ec_67180a1327a218,,,house_nerac_gate_u640,,,cri2_9adb5100972780a3d9f95be9,t0p_4bd0c4a02a73cf4c4555ce57,Benoit Carter,not_a_franchise,,,,,not_a_revenue_right,,,,not_independently_admitted,not_independently_admitted,not_independently_admitted,not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_67a33d28eca2b2,fortification_project:impproj_step5ec_67a33d28eca2b2,future_fortification,fortification_or_garrison_work,manor_hx_27725,,Bramholt,estate_surface_e4c3396cdbd153b7391d,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,church_fief_hx_28841,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_68e42aef8a9591,fortification_project:impproj_step5ec_68e42aef8a9591,future_fortification,fortification_or_garrison_work,manor_hx_38629,,Eldham,estate_surface_a910b2db03e97da56bf9,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,church_fief_hx_38348,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_711b693dffd176,fortification_project:impproj_step5ec_711b693dffd176,future_fortification,fortification_or_garrison_work,manor_hx_45664,,Ivydale,estate_surface_1a7e1005740bd70a9f55,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_javern_high_low_e0yu,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_776cb7843236cd,fortification_project:impproj_step5ec_776cb7843236cd,future_fortification,fortification_or_garrison_work,manor_hx_38393,,Orchardmere,estate_surface_3a314d44695e3b9000a8,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_tourenne_vale_elder_ntc3,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_7aa04a17061602,fortification_project:impproj_step5ec_7aa04a17061602,future_fortification,fortification_or_garrison_work,manor_hx_38952,,Orchardmere,estate_surface_d64b565b00ac83446217,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,house_rocelin_bridge_tb2a,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_7aeb39b4d783b9,fortification_project:impproj_step5ec_7aeb39b4d783b9,inherited_fortification,fortification_or_garrison_work,manor_hx_46460,,Dunmere,estate_surface_b9cffe6de08b18e30dbd,IE-013,active,inherited_modernization_routine_maintenance,ordinary_local,ordinary_local_coverage,,,security-fortification-profile:impproj_step5ec_7aeb39b4d783b9,,,house_falvier_court_y52p,,,cri2_7e23be785476f09743e34671,t0p_fd2e7f3a04cc16fa7f79d026,Herbert of Coblefleet,not_a_franchise,,,,,not_a_revenue_right,,,,not_independently_admitted,not_independently_admitted,not_independently_admitted,not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_815dda806093c7,fortification_project:impproj_step5ec_815dda806093c7,inherited_fortification,fortification_or_garrison_work,manor_hx_39179,,Dunmere,estate_surface_5dd05ef202ca5b8d2b68,IE-013,active,inherited_modernization_routine_maintenance,ordinary_local,ordinary_local_coverage,,,security-fortification-profile:impproj_step5ec_815dda806093c7,,,church_fief_hx_39744,,,cri2_b05099b86496d9edda06f7ea,t0p_e1bde0611c9bf1fa669b5779,Adam Scribner the White,not_a_franchise,,,,,not_a_revenue_right,,,,not_independently_admitted,not_independently_admitted,not_independently_admitted,not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_846efeb2a4f29d,fortification_project:impproj_step5ec_846efeb2a4f29d,inherited_fortification,fortification_or_garrison_work,manor_hx_45388,,Falkenford,estate_surface_c5ff605821142eabc03f,IE-013,active,inherited_modernization_routine_maintenance,ordinary_local,ordinary_local_coverage,,,security-fortification-profile:impproj_step5ec_846efeb2a4f29d,,,house_tourenne_high_tfx8,,,cri2_5b7dd636100e49b7fd379987,t0p_24b5da05d9f5a770efb0f6ff,Stephen Woolman the Younger,not_a_franchise,,,,,not_a_revenue_right,,,,not_independently_admitted,not_independently_admitted,not_independently_admitted,not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_8a79c507ae4021,fortification_project:impproj_step5ec_8a79c507ae4021,future_fortification,fortification_or_garrison_work,manor_hx_37231,,Eldham,estate_surface_c0c79413aef088a4064a,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,church_fief_hx_36951,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_8ad60f283d31c8,fortification_project:impproj_step5ec_8ad60f283d31c8,future_fortification,fortification_or_garrison_work,manor_hx_40324,,Northwych,estate_surface_90742c28ec12b22179c7,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,house_grisard_bridge_south_bxsv,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_8e8b92b477fd78,fortification_project:impproj_step5ec_8e8b92b477fd78,inherited_fortification,fortification_or_garrison_work,manor_hx_51580,,Alderwick,estate_surface_bc2c79bb0256769c729f,IE-013,active,inherited_major_rehabilitation_candidate,ordinary_local,ordinary_local_coverage,,,security-fortification-profile:impproj_step5ec_8e8b92b477fd78,,,church_fief_hx_51580,,,cri2_d6acc0e4b213ec89b699cb80,t0p_5de3357b914f42470b4a9032,John Tanner,not_a_franchise,,,,,not_a_revenue_right,,,,not_independently_admitted,not_independently_admitted,not_independently_admitted,not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_9397a0a2a094e3,fortification_project:impproj_step5ec_9397a0a2a094e3,future_fortification,fortification_or_garrison_work,manor_hx_37475,,Dunmere,estate_surface_c95c64f6c9c87d48be3d,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,house_javern_march_march_0br8,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_95f937d55eaea2,fortification_project:impproj_step5ec_95f937d55eaea2,future_fortification,fortification_or_garrison_work,manor_hx_49566,,Harrowfield,estate_surface_7e9c4f93adb979fe51d9,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,church_fief_hx_48450,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_9e6456dfbc33d0,fortification_project:impproj_step5ec_9e6456dfbc33d0,future_fortification,fortification_or_garrison_work,manor_hx_34682,,Dunmere,estate_surface_2cffb9fee1fdf26ae3e5,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_nerac_bridge_west_cp3j,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_a97141ef522db1,fortification_project:impproj_step5ec_a97141ef522db1,future_fortification,fortification_or_garrison_work,manor_hx_50994,,Ivydale,estate_surface_7c3746e3cc96833fb385,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_perravel_upper_xw5t,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_ac7bd8647db599,fortification_project:impproj_step5ec_ac7bd8647db599,future_fortification,fortification_or_garrison_work,manor_hx_40319,,Eldham,estate_surface_7872677ee6ee4efb7a90,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_carvayne_bridge_m4mn,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_ae97998be6dae2,fortification_project:impproj_step5ec_ae97998be6dae2,future_fortification,fortification_or_garrison_work,manor_hx_44835,,Glastonmere,estate_surface_47dfbcb2abad2900906f,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,house_perravel_upper_march_2ij2,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_b16d94a6b5d6cf,fortification_project:impproj_step5ec_b16d94a6b5d6cf,future_fortification,fortification_or_garrison_work,manor_hx_51811,,Harrowfield,estate_surface_c1347dc2befa7f80f0d7,IE-013,future_not_operational,florent_county_initiative_current_site_candidate,ordinary_local,future_not_operational,,,,,,House Harrowfield,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_b842c8c285f4e5,fortification_project:impproj_step5ec_b842c8c285f4e5,future_fortification,fortification_or_garrison_work,manor_hx_29647,,Wyrmford,estate_surface_c58ac001fa063d430602,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_haumont_west_high_5yal,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_b8d3f41aac09a0,fortification_project:impproj_step5ec_b8d3f41aac09a0,future_fortification,fortification_or_garrison_work,manor_hx_46466,,Harrowfield,estate_surface_8c25736efe87194e256b,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_xainval_high_lpfv,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_bf64be18b63448,fortification_project:impproj_step5ec_bf64be18b63448,inherited_fortification,fortification_or_garrison_work,manor_hx_32186,,Wyrmford,estate_surface_6a0f54cb9746141f1350,IE-013,active,inherited_modernization_routine_maintenance,ordinary_local,ordinary_local_coverage,,,security-fortification-profile:impproj_step5ec_bf64be18b63448,,,006a_bishopric_wyrmford_anchor_pending,,,cri2_ff82dec35d1c81abc0971c81,t0p_a29760dc7c6be5911465b37f,Arnaud Lister,not_a_franchise,,,,,not_a_revenue_right,,,,not_independently_admitted,not_independently_admitted,not_independently_admitted,not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_c76af8242a0e6a,fortification_project:impproj_step5ec_c76af8242a0e6a,future_fortification,fortification_or_garrison_work,manor_hx_48479,,Ivydale,estate_surface_74c6df13c6e64befc6fd,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_lormont_bridge_south_0s33,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
impproj_step5ec_cba28e7c18ac78,fortification_project:impproj_step5ec_cba28e7c18ac78,future_fortification,fortification_or_garrison_work,manor_hx_38963,,Orchardmere,estate_surface_456b7d1a6bc426513ecc,IE-013,future_not_operational,future_opportunity_reserve,ordinary_local,future_not_operational,,,,,,house_carvayne_stone_court_5t8c,,,,,,not_applicable_until_operational,,,,,not_applicable_until_operational,,,,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,false,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
