step6cs_exact_route_row_id,source_step6cp_execution_row_id,source_step6co_execution_row_id,source_full_route_row_id,source_component,regularity,flow_family,contract_family,resource_id,movement_annualized_amount_year,transport_load_score_year,supplier_entity_id,supplier_entity_label,supplier_sector,supplier_anchor_type,supplier_anchor_id,supplier_county,receiver_or_buyer_entity_id,receiver_or_buyer_entity_label,receiver_or_buyer_sector,receiver_or_buyer_anchor_type,receiver_or_buyer_anchor_id,receiver_or_buyer_county,county_corridor,movement_scope,likely_mode,route_confidence,atomic_counterparty_status,carrier_posture,primary_carrier_entity_id,primary_carrier_label,transport_fee_status,transport_service_fee_coin_year_candidate,right_allocation_candidate_count,right_allocated_net_coin_year_candidate,right_allocation_family_mix,right_allocation_row_id_mix,right_allocation_status_mix,underbuilt_corridor_status,underbuilt_project_row_ids,transport_layer_status,exact_route_master_status,pnl_opening_balance_disposition,working_authority_source_candidate,source_candidate_only,live_posting_authorized,live_route_authorized,live_pnl_fold_authorized,live_transport_cost_effect_authorized,live_toll_effect_authorized,live_inventory_mutation_authorized,live_resource_mutation_authorized,non_authorization_status
STEP6CS-EXACT-ROUTE-002069,STEP6CP-EXEC-02185,STEP6CO-EXEC-02185,STEP6CJ-ROUTE-00024036,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,materials,3.00,3.7500,lcu:lcu_rural_manor_hx_41746,Gatebridge,Rural LCUs,manor,manor_hx_41746,Falkenford,house:house_orbray_younger_tlrb,House Sentrycourt,Lower Houses (2+ Manors),house_primary_manor,manor_hx_41744,Falkenford,Falkenford,intra_county,water_favored_bulk,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:falkenford:falkenford,Falkenford water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002070,STEP6CP-EXEC-02186,STEP6CO-EXEC-02186,STEP6CJ-ROUTE-00024037,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,goods,2.00,1.5000,lcu:lcu_rural_manor_hx_41746,Gatebridge,Rural LCUs,manor,manor_hx_41746,Falkenford,house:house_orbray_younger_tlrb,House Sentrycourt,Lower Houses (2+ Manors),house_primary_manor,manor_hx_41744,Falkenford,Falkenford,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:falkenford:falkenford,Falkenford local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002071,STEP6CP-EXEC-02187,STEP6CO-EXEC-02187,STEP6CJ-ROUTE-00024038,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,food,37.00,37.0000,lcu:lcu_rural_manor_hx_41746,Gatebridge,Rural LCUs,manor,manor_hx_41746,Falkenford,house:house_ivrel_east_xemg,House Furrowwick,Lower Houses (2+ Manors),house_primary_manor,manor_hx_39509,Falkenford,Falkenford,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,receiver_self_haul,house:house_ivrel_east_xemg,House Furrowwick,no_paid_transport_fee_receiver_self_haul,0,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_no_paid_transport_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002072,STEP6CP-EXEC-02188,STEP6CO-EXEC-02188,STEP6CJ-ROUTE-00024039,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,materials,2.00,2.5000,lcu:lcu_rural_manor_hx_41746,Gatebridge,Rural LCUs,manor,manor_hx_41746,Falkenford,house:house_ivrel_east_xemg,House Furrowwick,Lower Houses (2+ Manors),house_primary_manor,manor_hx_39509,Falkenford,Falkenford,intra_county,water_favored_bulk,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:falkenford:falkenford,Falkenford water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002073,STEP6CP-EXEC-02189,STEP6CO-EXEC-02189,STEP6CJ-ROUTE-00024040,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,goods,3.00,2.2500,lcu:lcu_rural_manor_hx_41746,Gatebridge,Rural LCUs,manor,manor_hx_41746,Falkenford,house:house_ivrel_east_xemg,House Furrowwick,Lower Houses (2+ Manors),house_primary_manor,manor_hx_39509,Falkenford,Falkenford,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,receiver_self_haul,house:house_ivrel_east_xemg,House Furrowwick,no_paid_transport_fee_receiver_self_haul,0,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_no_paid_transport_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002074,STEP6CP-EXEC-02190,STEP6CO-EXEC-02190,STEP6CJ-ROUTE-00024041,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,food,68.00,68.0000,lcu:lcu_rural_manor_hx_40910,Kiteford,Large LCUs,manor,manor_hx_40910,Falkenford,house:house_ivrel_vale_tb2a,House Falkenford,Comital Houses,house_primary_manor,manor_hx_40346,Falkenford,Falkenford,intra_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:falkenford:falkenford,Falkenford water carrier pool,candidate_paid_transport_service_fee,2,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002075,STEP6CP-EXEC-02191,STEP6CO-EXEC-02191,STEP6CJ-ROUTE-00024042,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,materials,4.00,5.0000,lcu:lcu_rural_manor_hx_40910,Kiteford,Large LCUs,manor,manor_hx_40910,Falkenford,house:house_ivrel_vale_tb2a,House Falkenford,Comital Houses,house_primary_manor,manor_hx_40346,Falkenford,Falkenford,intra_county,water_favored_bulk,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:falkenford:falkenford,Falkenford water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002076,STEP6CP-EXEC-02192,STEP6CO-EXEC-02192,STEP6CJ-ROUTE-00024043,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,goods,5.00,3.7500,lcu:lcu_rural_manor_hx_40910,Kiteford,Large LCUs,manor,manor_hx_40910,Falkenford,house:house_ivrel_vale_tb2a,House Falkenford,Comital Houses,house_primary_manor,manor_hx_40346,Falkenford,Falkenford,intra_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:falkenford:falkenford,Falkenford water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002077,STEP6CP-EXEC-02193,STEP6CO-EXEC-02193,STEP6CJ-ROUTE-00024044,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,food,36.00,36.0000,lcu:lcu_rural_manor_hx_42044,Merestead,Rural LCUs,manor,manor_hx_42044,Glastonmere,house:house_haumont_stone_wood_63cu,House Hartcroft,Lower Houses (1 Manor),house_primary_manor,manor_hx_41763,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002078,STEP6CP-EXEC-02194,STEP6CO-EXEC-02194,STEP6CJ-ROUTE-00024045,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,materials,2.00,2.5000,lcu:lcu_rural_manor_hx_42044,Merestead,Rural LCUs,manor,manor_hx_42044,Glastonmere,house:house_haumont_stone_wood_63cu,House Hartcroft,Lower Houses (1 Manor),house_primary_manor,manor_hx_41763,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002079,STEP6CP-EXEC-02195,STEP6CO-EXEC-02195,STEP6CJ-ROUTE-00024046,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,goods,2.00,1.5000,lcu:lcu_rural_manor_hx_42044,Merestead,Rural LCUs,manor,manor_hx_42044,Glastonmere,house:house_haumont_stone_wood_63cu,House Hartcroft,Lower Houses (1 Manor),house_primary_manor,manor_hx_41763,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002080,STEP6CP-EXEC-02196,STEP6CO-EXEC-02196,STEP6CJ-ROUTE-00024047,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,food,30.00,30.0000,lcu:lcu_rural_manor_hx_42326,Silverstow,Rural LCUs,manor,manor_hx_42326,Glastonmere,house:house_bellac_hill_lfbd,House Bellstow Hall,Lower Houses (1 Manor),house_primary_manor,manor_hx_41767,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002081,STEP6CP-EXEC-02197,STEP6CO-EXEC-02197,STEP6CJ-ROUTE-00024048,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,materials,1.00,1.2500,lcu:lcu_rural_manor_hx_42326,Silverstow,Rural LCUs,manor,manor_hx_42326,Glastonmere,house:house_bellac_hill_lfbd,House Bellstow Hall,Lower Houses (1 Manor),house_primary_manor,manor_hx_41767,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002082,STEP6CP-EXEC-02198,STEP6CO-EXEC-02198,STEP6CJ-ROUTE-00024049,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,goods,2.00,1.5000,lcu:lcu_rural_manor_hx_42326,Silverstow,Rural LCUs,manor,manor_hx_42326,Glastonmere,house:house_bellac_hill_lfbd,House Bellstow Hall,Lower Houses (1 Manor),house_primary_manor,manor_hx_41767,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002083,STEP6CP-EXEC-02199,STEP6CO-EXEC-02199,STEP6CJ-ROUTE-00024050,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,food,29.00,29.0000,lcu:lcu_rural_manor_hx_40932,Bellton,Rural LCUs,manor,manor_hx_40932,Glastonmere,house:house_yvrande_younger_4slv,House Stonekeep,Lower Houses (1 Manor),house_primary_manor,manor_hx_41771,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002084,STEP6CP-EXEC-02200,STEP6CO-EXEC-02200,STEP6CJ-ROUTE-00024051,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,materials,1.00,1.2500,lcu:lcu_rural_manor_hx_40932,Bellton,Rural LCUs,manor,manor_hx_40932,Glastonmere,house:house_yvrande_younger_4slv,House Stonekeep,Lower Houses (1 Manor),house_primary_manor,manor_hx_41771,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002085,STEP6CP-EXEC-02201,STEP6CO-EXEC-02201,STEP6CJ-ROUTE-00024052,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,goods,2.00,1.5000,lcu:lcu_rural_manor_hx_40932,Bellton,Rural LCUs,manor,manor_hx_40932,Glastonmere,house:house_yvrande_younger_4slv,House Stonekeep,Lower Houses (1 Manor),house_primary_manor,manor_hx_41771,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002086,STEP6CP-EXEC-02202,STEP6CO-EXEC-02202,STEP6CJ-ROUTE-00024053,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,food,16.00,16.0000,lcu:lcu_rural_manor_hx_42334,Bellstow,Market/Midsize LCUs,manor,manor_hx_42334,Glastonmere,house:house_ivrel_upper_stone_o3gl,House Bellstow Court,Lower Houses (1 Manor),house_primary_manor,manor_hx_41773,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002087,STEP6CP-EXEC-02203,STEP6CO-EXEC-02203,STEP6CJ-ROUTE-00024054,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,materials,1.00,1.2500,lcu:lcu_rural_manor_hx_42334,Bellstow,Market/Midsize LCUs,manor,manor_hx_42334,Glastonmere,house:house_ivrel_upper_stone_o3gl,House Bellstow Court,Lower Houses (1 Manor),house_primary_manor,manor_hx_41773,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-002088,STEP6CP-EXEC-02204,STEP6CO-EXEC-02204,STEP6CJ-ROUTE-00024055,step6bz_baseline_gl_route_demand,regular,tenant_in_kind_rent_claim_transfer,manor_output_distribution_contract,goods,2.00,1.5000,lcu:lcu_rural_manor_hx_42334,Bellstow,Market/Midsize LCUs,manor,manor_hx_42334,Glastonmere,house:house_ivrel_upper_stone_o3gl,House Bellstow Court,Lower Houses (1 Manor),house_primary_manor,manor_hx_41773,Glastonmere,Glastonmere,intra_county,local_cart_foot,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:glastonmere:glastonmere,Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
