site_id,hex_id,county_id,is_market_town,is_county_seat,is_royal_seat,is_royal_castle,is_bishop_seat,is_abbey,is_baronial_seat
manor_hx_39463,hx_39463,c_8,false,false,false,false,false,false,true
manor_hx_39502,hx_39502,c_2,false,false,false,false,false,false,true
manor_hx_39744,hx_39744,c_8,true,true,false,false,true,false,false
manor_hx_39755,hx_39755,c_9,true,true,false,false,true,false,false
manor_hx_39822,hx_39822,c_7,false,false,false,false,false,true,false
manor_hx_40014,hx_40014,c_8,false,false,false,false,false,true,false
manor_hx_40036,hx_40036,c_9,false,false,false,false,false,false,true
manor_hx_40104,hx_40104,c_7,false,false,false,false,false,false,false
manor_hx_40312,hx_40312,c_8,false,false,false,false,false,true,false
manor_hx_40592,hx_40592,c_9,false,false,false,false,false,false,true
manor_hx_40658,hx_40658,c_7,false,false,false,false,false,true,false
manor_hx_40660,hx_40660,c_7,false,false,false,false,false,false,true
manor_hx_41223,hx_41223,c_7,false,false,false,false,false,false,false
manor_hx_41986,hx_41986,c_8,false,false,false,false,false,false,false
manor_hx_42619,hx_42619,c_10,false,false,false,false,false,true,false
manor_hx_42899,hx_42899,c_10,true,true,false,false,false,false,false
manor_hx_42904,hx_42904,c_0,false,false,false,false,false,false,false
manor_hx_43168,hx_43168,c_10,false,false,false,false,false,false,true
manor_hx_43180,hx_43180,c_10,false,false,false,false,false,false,true
manor_hx_44023,hx_44023,c_0,false,false,false,false,false,false,false
manor_hx_44263,hx_44263,c_0,false,false,false,false,false,true,false
manor_hx_44294,hx_44294,c_11,false,false,false,false,false,false,true
manor_hx_44544,hx_44544,c_0,false,false,false,false,false,false,true
manor_hx_44573,hx_44573,c_11,false,false,false,false,false,true,false
manor_hx_45423,hx_45423,c_0,false,false,false,false,false,false,false
manor_hx_45974,hx_45974,c_11,true,true,false,false,false,false,false
manor_hx_45975,hx_45975,c_11,false,false,false,false,false,false,true
manor_hx_46535,hx_46535,c_11,false,false,false,false,false,true,false
manor_hx_47652,hx_47652,c_0,false,false,false,false,false,true,false
manor_hx_47653,hx_47653,c_0,false,false,false,false,false,false,true
manor_hx_47661,hx_47661,c_0,false,false,false,false,false,false,false
manor_hx_47662,hx_47662,c_0,false,false,false,false,false,true,false
manor_hx_47663,hx_47663,c_0,false,false,false,false,false,false,true
manor_hx_47666,hx_47666,c_0,false,false,false,false,false,false,false
manor_hx_47879,hx_47879,c_9,false,false,false,false,false,false,true
manor_hx_47880,hx_47880,c_9,false,false,false,false,false,true,false
manor_hx_48176,hx_48176,c_9,false,false,false,false,false,false,true
manor_hx_48450,hx_48450,c_9,false,false,false,false,false,true,false
manor_hx_48725,hx_48725,c_9,false,false,false,false,false,false,true
manor_hx_48731,hx_48731,c_9,false,false,false,false,false,false,true
manor_hx_49062,hx_49062,c_12,false,false,false,false,false,false,true
manor_hx_49063,hx_49063,c_12,true,true,false,false,false,false,false
manor_hx_49066,hx_49066,c_0,false,false,false,false,false,false,false
manor_hx_49581,hx_49581,c_9,false,false,false,false,false,true,false
manor_hx_49862,hx_49862,c_9,false,false,false,false,false,false,true
manor_hx_50182,hx_50182,c_12,false,false,false,false,false,true,false
manor_hx_50460,hx_50460,c_0,false,false,false,false,false,false,false
manor_hx_50467,hx_50467,c_0,false,false,false,false,false,false,false
manor_hx_50742,hx_50742,c_0,false,false,false,false,false,false,true
manor_hx_51273,hx_51273,c_0,false,false,false,false,false,false,true
manor_hx_51274,hx_51274,c_0,false,false,false,false,false,true,false
manor_hx_51305,hx_51305,c_0,false,false,false,false,false,false,false
manor_hx_51580,hx_51580,c_0,false,false,false,false,false,true,false
manor_hx_51861,hx_51861,c_0,true,true,true,true,false,false,false
manor_hx_52142,hx_52142,c_0,false,false,false,true,false,false,false
manor_hx_52143,hx_52143,c_0,false,false,false,false,false,false,false
manor_hx_52408,hx_52408,c_0,false,false,false,false,false,false,true
manor_hx_52418,hx_52418,c_0,false,false,false,false,false,false,true
manor_hx_52689,hx_52689,c_0,false,false,false,false,false,true,false
manor_hx_53261,hx_53261,c_0,false,false,false,false,false,false,false
manor_hx_54094,hx_54094,c_0,false,false,false,false,false,false,true
manor_hx_54379,hx_54379,c_13,true,true,false,false,false,false,false
manor_hx_54659,hx_54659,c_13,false,false,false,false,false,true,false
manor_hx_54660,hx_54660,c_0,false,false,false,false,false,false,true
manor_hx_54663,hx_54663,c_0,false,false,false,false,false,false,false
manor_hx_55495,hx_55495,c_0,false,false,false,false,false,true,false
manor_hx_55776,hx_55776,c_0,false,false,false,false,false,false,true
manor_hx_56332,hx_56332,c_14,true,true,false,false,false,false,false
manor_hx_56338,hx_56338,c_0,false,false,false,false,false,false,false
manor_hx_56612,hx_56612,c_14,false,false,false,false,false,true,false
manor_hx_56613,hx_56613,c_14,false,false,false,false,false,false,true
manor_hx_57175,hx_57175,c_14,false,false,false,false,false,false,false
