combined_row_id,source_surface,entity_id,source_entity_kind,county_id,county_name,anchor_hex_id,tier_or_group,feature_or_form,public_name_before,locked_public_name,locked_root,public_name_state,lock_action,repair_id,approved_identity_id,validation_scope,source_map_mutation_authorized,live_source_mutation_authorized,display_mutation_authorized,graph_mutation_authorized,ui_fixture_golden_runtime_authorized,house_root_donation_authorized,tenure_created,authority_created,rights_or_obligations_created,church_institution_created,market_right_created
place_006a:seat_barony_hx_37233,place_006a_included,seat_barony_hx_37233,barony,c_9,Eldham,hx_37233,baronial_and_comital_seat,baronial_seat_or_castle,Cairnstead,Cairnstead,Cairnstead,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-007,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_37578,place_006a_included,seat_barony_hx_37578,barony,c_7,Crowmarsh,hx_37578,baronial_and_comital_seat,baronial_seat_or_castle,Cedarfield,Cedarfield,Cedarfield,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_37779,place_006a_included,seat_barony_hx_37779,barony,c_8,Dunmere,hx_37779,baronial_and_comital_seat,baronial_seat_or_castle,Hartbridge,Hartbridge,Hartbridge,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_37800,place_006a_included,seat_barony_hx_37800,barony,c_4,Northwych,hx_37800,baronial_and_comital_seat,baronial_seat_or_castle,Umberwell,Umberwell,Umberwell,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-008,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_37816,place_006a_included,seat_barony_hx_37816,barony,c_10,Falkenford,hx_37816,baronial_and_comital_seat,baronial_seat_or_castle,Northbury,Northbury,Northbury,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-009,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_38366,place_006a_included,seat_barony_hx_38366,barony,c_4,Northwych,hx_38366,baronial_and_comital_seat,baronial_seat_or_castle,Yewbury,Yewbury,Yewbury,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-010,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_38910,place_006a_included,seat_barony_hx_38910,barony,c_9,Eldham,hx_38910,baronial_and_comital_seat,baronial_seat_or_castle,Little Moorbridge,Little Moorbridge,Little Moorbridge,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-011,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_38918,place_006a_included,seat_barony_hx_38918,barony,c_9,Eldham,hx_38918,baronial_and_comital_seat,baronial_seat_or_castle,Silverwell,Silverwell,Silverwell,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-012,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_39261,place_006a_included,seat_barony_hx_39261,barony,c_7,Crowmarsh,hx_39261,baronial_and_comital_seat,baronial_seat_or_castle,Pinecross,Pinecross,Pinecross,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_39442,place_006a_included,seat_barony_hx_39442,barony,c_8,Dunmere,hx_39442,baronial_and_comital_seat,baronial_seat_or_castle,Thornham,Thornham,Thornham,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_39463,place_006a_included,seat_barony_hx_39463,barony,c_9,Eldham,hx_39463,baronial_and_comital_seat,baronial_seat_or_castle,Rillham,Rillham,Rillham,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-013,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_39502,place_006a_included,seat_barony_hx_39502,barony,c_10,Falkenford,hx_39502,baronial_and_comital_seat,baronial_seat_or_castle,Nettlegate,Nettlegate,Nettlegate,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-014,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_40036,place_006a_included,seat_barony_hx_40036,barony,c_9,Eldham,hx_40036,baronial_and_comital_seat,baronial_seat_or_castle,Westcaster,Westcaster,Westcaster,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_40592,place_006a_included,seat_barony_hx_40592,barony,c_9,Eldham,hx_40592,baronial_and_comital_seat,baronial_seat_or_castle,Little Silverwell,Little Silverwell,Little Silverwell,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_40660,place_006a_included,seat_barony_hx_40660,barony,c_7,Crowmarsh,hx_40660,baronial_and_comital_seat,baronial_seat_or_castle,Rowanfield,Rowanfield,Rowanfield,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_43168,place_006a_included,seat_barony_hx_43168,barony,c_11,Glastonmere,hx_43168,baronial_and_comital_seat,baronial_seat_or_castle,Hazelstead,Hazelstead,Hazelstead,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-015,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_43180,place_006a_included,seat_barony_hx_43180,barony,c_11,Glastonmere,hx_43180,baronial_and_comital_seat,baronial_seat_or_castle,Falconham,Falconham,Falconham,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-016,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_44294,place_006a_included,seat_barony_hx_44294,barony,c_11,Glastonmere,hx_44294,baronial_and_comital_seat,baronial_seat_or_castle,Redbridge,Redbridge,Redbridge,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_44544,place_006a_included,seat_barony_hx_44544,barony,c_10,Falkenford,hx_44544,baronial_and_comital_seat,baronial_seat_or_castle,Gorseton,Gorseton,Gorseton,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-017,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_45975,place_006a_included,seat_barony_hx_45975,barony,c_11,Glastonmere,hx_45975,baronial_and_comital_seat,baronial_seat_or_castle,Little Rowanfield,Little Rowanfield,Little Rowanfield,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_47653,place_006a_included,seat_barony_hx_47653,barony,c_0,Alderwick,hx_47653,baronial_and_comital_seat,baronial_seat_or_castle,Rookcross,Rookcross,Rookcross,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_47663,place_006a_included,seat_barony_hx_47663,barony,c_11,Glastonmere,hx_47663,baronial_and_comital_seat,baronial_seat_or_castle,Hartcastle,Hartcastle,Hartcastle,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-018,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_47879,place_006a_included,seat_barony_hx_47879,barony,c_12,Harrowfield,hx_47879,baronial_and_comital_seat,baronial_seat_or_castle,Alderwick Gate,Harrowfield Gate,Harrowfield Gate,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-019,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_48176,place_006a_included,seat_barony_hx_48176,barony,c_13,Ivydale,hx_48176,baronial_and_comital_seat,baronial_seat_or_castle,Cloverfield,Cloverfield,Cloverfield,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-020,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_48725,place_006a_included,seat_barony_hx_48725,barony,c_12,Harrowfield,hx_48725,baronial_and_comital_seat,baronial_seat_or_castle,Rillwick,Rillwick,Rillwick,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-021,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_48731,place_006a_included,seat_barony_hx_48731,barony,c_13,Ivydale,hx_48731,baronial_and_comital_seat,baronial_seat_or_castle,Reedwick,Reedwick,Reedwick,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-022,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_49062,place_006a_included,seat_barony_hx_49062,barony,c_0,Alderwick,hx_49062,baronial_and_comital_seat,baronial_seat_or_castle,Wheatworth,Wheatworth,Wheatworth,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-023,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_49862,place_006a_included,seat_barony_hx_49862,barony,c_13,Ivydale,hx_49862,baronial_and_comital_seat,baronial_seat_or_castle,Woldton,Woldton,Woldton,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-024,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_50742,place_006a_included,seat_barony_hx_50742,barony,c_0,Alderwick,hx_50742,baronial_and_comital_seat,baronial_seat_or_castle,Alderton,Alderton,Alderton,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_51273,place_006a_included,seat_barony_hx_51273,barony,c_13,Ivydale,hx_51273,baronial_and_comital_seat,baronial_seat_or_castle,Greyhall,Greyhall,Greyhall,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-025,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_52408,place_006a_included,seat_barony_hx_52408,barony,c_14,Kestrelford,hx_52408,baronial_and_comital_seat,baronial_seat_or_castle,Thistlecaster,Thistlecaster,Thistlecaster,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-026,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_52418,place_006a_included,seat_barony_hx_52418,barony,c_0,Alderwick,hx_52418,baronial_and_comital_seat,baronial_seat_or_castle,Stanstead,Stanstead,Stanstead,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_54094,place_006a_included,seat_barony_hx_54094,barony,c_14,Kestrelford,hx_54094,baronial_and_comital_seat,baronial_seat_or_castle,Greenbridge,Greenbridge,Greenbridge,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-027,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_54660,place_006a_included,seat_barony_hx_54660,barony,c_0,Alderwick,hx_54660,baronial_and_comital_seat,baronial_seat_or_castle,Aldenham,Aldenham,Aldenham,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_55776,place_006a_included,seat_barony_hx_55776,barony,c_14,Kestrelford,hx_55776,baronial_and_comital_seat,baronial_seat_or_castle,Wickbury,Wickbury,Wickbury,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-028,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:seat_barony_hx_56613,place_006a_included,seat_barony_hx_56613,barony,c_14,Kestrelford,hx_56613,baronial_and_comital_seat,baronial_seat_or_castle,Violethall,Violethall,Violethall,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_10,place_006a_included,church_stl_10,settlement,,,hx_72112,church_anchor,abbey_or_priory,Kenelm's Abbey,Kenelm's Abbey,Kenelm's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_11,place_006a_included,church_stl_11,settlement,,,hx_44672,church_anchor,abbey_or_priory,Mary's Priory,Mary's Priory,Mary's Priory,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_12,place_006a_included,church_stl_12,settlement,,,hx_21580,church_anchor,abbey_or_priory,Benedict's House,Benedict's House,Benedict's House,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_13,place_006a_included,church_stl_13,settlement,c_3,Merewatch,hx_34480,church_anchor,abbey_or_priory,Beornwald's House,Beornwald's House,Beornwald's House,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_14,place_006a_included,church_stl_14,settlement,,,hx_51662,church_anchor,abbey_or_priory,Dunstan's Abbey,Dunstan's Abbey,Dunstan's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_15,place_006a_included,church_stl_15,settlement,,,hx_67892,church_anchor,abbey_or_priory,Radegund's Abbey,Radegund's Abbey,Radegund's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_16,place_006a_included,church_stl_16,settlement,,,hx_74064,church_anchor,abbey_or_priory,Guthlac's Priory,Guthlac's Priory,Guthlac's Priory,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_17,place_006a_included,church_stl_17,settlement,,,hx_67032,church_anchor,abbey_or_priory,Winifred's Abbey,Winifred's Abbey,Winifred's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_18,place_006a_included,church_stl_18,settlement,c_2,Larkspire,hx_31928,church_anchor,abbey_or_priory,Oswald's House,Oswald's House,Oswald's House,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_19,place_006a_included,church_stl_19,settlement,,,hx_24111,church_anchor,abbey_or_priory,Aldhelm's House,Aldhelm's House,Aldhelm's House,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_20,place_006a_included,church_stl_20,settlement,c_11,Glastonmere,hx_42054,church_anchor,abbey_or_priory,Brigid's House,Brigid's House,Brigid's House,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-029,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_21,place_006a_included,church_stl_21,settlement,,,hx_1942,church_anchor,abbey_or_priory,Mary's Abbey,Mary's Abbey,Mary's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_22,place_006a_included,church_stl_22,settlement,,,hx_56954,church_anchor,abbey_or_priory,Dunstan's Priory,Dunstan's Priory,Dunstan's Priory,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_23,place_006a_included,church_stl_23,settlement,,,hx_46606,church_anchor,abbey_or_priory,Winifred's House,Winifred's House,Winifred's House,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_24,place_006a_included,church_stl_24,settlement,,,hx_16198,church_anchor,abbey_or_priory,Little Kenelm's Abbey,Little Kenelm's Abbey,Little Kenelm's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_25,place_006a_included,church_stl_25,settlement,c_7,Crowmarsh,hx_36456,church_anchor,abbey_or_priory,Helena's Abbey,Helena's Abbey,Helena's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_26,place_006a_included,church_stl_26,settlement,,,hx_31749,church_anchor,abbey_or_priory,Cuthbert's Abbey,Cuthbert's Abbey,Cuthbert's Abbey,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_9,place_006a_included,church_stl_9,settlement,,,hx_57834,church_anchor,abbey_or_priory,Helena's Priory,Helena's Priory,Helena's Priory,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_1,place_006a_included,church_stl_1,settlement,c_4,Northwych,hx_38359,church_anchor,archbishopric_or_cathedral_seat,Cathedral of Saint Radegund at Wyrmford,Cathedral of Saint Radegund at Northwych,Cathedral of Saint Radegund at Northwych,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-030,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_archbishopric_01,place_006a_included,church_archbishopric_01,archbishopric,c_7,Crowmarsh,hx_39260,church_anchor,archbishopric_province,Province of Crowmarsh,Province of Crowmarsh,Province of Crowmarsh,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_archbishopric_02,place_006a_included,church_archbishopric_02,archbishopric,c_9,Eldham,hx_39744,church_anchor,archbishopric_province,Province of Dunmere,Province of Eldham,Province of Eldham,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-031,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_2,place_006a_included,church_stl_2,settlement,c_7,Crowmarsh,hx_42621,church_anchor,bishopric_or_cathedral_seat,Cathedral of Saint Benedict at Falkenford,Cathedral of Saint Benedict at Crowmarsh,Cathedral of Saint Benedict at Crowmarsh,included_in_source_candidate_lock_view,county_geometry_alignment_applied_2026_07_08,PNC-COUNTY-ALIGN-032,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
place_006a:church_stl_3,place_006a_included,church_stl_3,settlement,c_6,Wyrmford,hx_22088,church_anchor,bishopric_or_cathedral_seat,Cathedral of Saint Guthlac at Wyrmford,Cathedral of Saint Guthlac at Wyrmford,Cathedral of Saint Guthlac at Wyrmford,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
