id,type,route_access_score,route_degree,travel_cost_to_nearest_market_town,travel_cost_to_nearest_county_seat,travel_cost_to_nearest_bishop_seat,nearest_trunk_route_distance
manor_hx_28793,ordinary,0.4521,5,16.608,16.608,16.608,0
manor_hx_28801,elite_complex,0.9041,3,15.632,15.632,15.632,0
manor_hx_29059,ordinary,0.6012,7,11.072,11.072,11.072,0
manor_hx_29082,elite_complex,0.8476,3,13.488,13.488,13.488,0
manor_hx_29097,ordinary,0.6902,4,5.536,5.536,5.536,0
manor_hx_29334,ordinary,0.4682,6,19.898,19.898,19.898,0
manor_hx_29351,ordinary,0.4446,7,11.072,11.072,11.072,0
manor_hx_29363,strategic,0.7911,5,10.584,10.584,10.584,0
manor_hx_29372,elite_complex,0.5406,4,11.832,11.832,11.832,0
manor_hx_29623,ordinary,0.5736,7,5.536,5.536,5.536,0
manor_hx_29628,ordinary,0.551,6,5.536,5.536,5.536,0
manor_hx_29632,elite_complex,0.4742,4,12.456,12.456,12.456,0
manor_hx_29637,ordinary,0.5086,5,22.144,22.144,22.144,0
manor_hx_29651,strategic,0.5414,6,13.624,13.624,13.624,0
manor_hx_29652,elite_complex,0.5406,3,14.736,14.736,14.736,0
manor_hx_29660,elite_complex,0.7477,3,4.674,4.674,4.674,0
manor_hx_29912,elite_complex,0.4446,4,11.072,11.072,11.072,0
manor_hx_30176,elite_complex,0.4237,4,17.13,17.13,17.13,0
manor_hx_30178,ordinary,0.3865,9,14.362,14.362,14.362,0
manor_hx_30185,elite_complex,0.6556,5,6.92,6.92,6.92,0
manor_hx_30195,ordinary,0.3853,6,16.608,16.608,16.608,0
manor_hx_30209,elite_complex,0.5414,1,25.24,25.24,25.24,0
manor_hx_30217,strategic,0.8053,8,5.048,5.048,5.048,0
manor_hx_30218,elite_complex,0.8628,3,2.144,2.144,2.144,0
manor_hx_30219,elite_complex,0.9203,6,0,0,0,0
manor_hx_30454,ordinary,0.3443,6,15.224,15.224,15.224,0
manor_hx_30456,elite_complex,0.3972,3,17.992,17.992,17.992,0
manor_hx_30462,ordinary,0.4917,5,11.072,11.072,11.072,0
manor_hx_30466,elite_complex,0.6146,4,8.304,8.304,8.304,0
manor_hx_30481,ordinary,0.5651,4,17.016,17.016,17.016,0
manor_hx_30503,ordinary,0.6902,8,5.536,5.536,5.536,0
manor_hx_30749,ordinary,0.4917,7,9.688,9.688,9.688,0
manor_hx_30753,ordinary,0.3557,7,15.224,15.224,15.224,0
manor_hx_30780,ordinary,0.8053,5,7.816,7.816,7.816,0
manor_hx_30791,ordinary,0.3702,4,16.824,16.824,16.824,5.752
manor_hx_31026,ordinary,0.5327,6,6.058,6.058,6.058,0
manor_hx_31039,ordinary,0.3674,5,19.784,19.784,19.784,0
manor_hx_31047,strategic,0.6823,15,6.432,6.432,6.432,0
manor_hx_31054,strategic,0.5188,4,22.472,22.472,22.472,0
manor_hx_31055,elite_complex,0.5406,2,19.568,19.568,19.568,0
manor_hx_31063,strategic,0.7017,7,5.536,5.536,5.536,0
manor_hx_31067,elite_complex,0.5553,3,11.072,11.072,11.072,0
manor_hx_31068,ordinary,0.5183,6,12.456,12.456,12.456,0
manor_hx_31347,elite_complex,0.5923,5,11.072,11.072,11.072,0
manor_hx_31576,ordinary,0.3502,6,12.456,12.456,12.456,0
manor_hx_31584,ordinary,0.4097,7,6.058,6.058,6.058,0
manor_hx_31597,ordinary,0.4043,5,15.224,15.224,15.224,0
manor_hx_31603,ordinary,0.5774,3,17.016,17.016,17.016,5.536
manor_hx_31608,elite_complex,0.7873,2,2.144,2.144,2.144,0
manor_hx_31626,ordinary,0.6662,6,9.688,9.688,9.688,0
manor_hx_31846,elite_complex,0.5186,2,7.46,7.46,7.46,0
manor_hx_31853,ordinary,0.5186,7,6.92,6.92,6.92,0
manor_hx_31861,ordinary,0.2648,5,11.594,11.594,11.594,0
manor_hx_31872,ordinary,0.3688,7,8.486,8.486,8.486,0
manor_hx_31888,elite_complex,0.8398,2,0,0,0,0
manor_hx_31902,elite_complex,0.9356,5,13.352,13.352,13.352,0
manor_hx_31904,elite_complex,0.8199,3,9.688,9.688,9.688,0
manor_hx_31912,ordinary,0.4099,5,17.992,17.992,17.992,0
manor_hx_32147,elite_complex,0.3688,5,1.906,1.906,1.906,0
manor_hx_32148,elite_complex,0.3688,7,0,0,0,0
manor_hx_32149,elite_complex,0.3688,4,2.428,2.428,2.428,0
manor_hx_32157,elite_complex,0.4665,4,12.456,12.456,12.456,0
manor_hx_32182,strategic,0.8771,4,10.584,10.584,16.256,0
manor_hx_32430,ordinary,0.3278,6,4.334,4.334,4.334,0
manor_hx_32438,elite_complex,0.4976,6,11.072,11.072,11.072,0
manor_hx_32458,strategic,0.5847,2,6.432,6.432,31.752,0
manor_hx_32476,ordinary,0.2591,6,23.528,23.528,23.528,0
manor_hx_32689,ordinary,0.6601,3,2.768,2.768,2.768,0
manor_hx_32691,elite_complex,0.7544,4,0,0,0,0
manor_hx_32692,elite_complex,0.7072,4,1.384,1.384,1.384,0
manor_hx_32696,elite_complex,0.5186,3,8.304,8.304,8.304,0
manor_hx_32700,ordinary,0.3502,5,13.84,13.84,13.84,0
manor_hx_32707,ordinary,0.2868,6,5.196,5.196,5.196,0
manor_hx_32716,ordinary,0.4043,6,11.072,11.072,11.072,0
manor_hx_32721,ordinary,0.4619,5,15.224,15.224,15.224,0
manor_hx_32734,elite_complex,0.7486,3,21.168,21.168,21.168,0
manor_hx_32749,ordinary,0.5637,5,15.224,15.224,15.224,0
manor_hx_32975,ordinary,0.5658,9,5.536,5.536,5.536,0
manor_hx_32984,ordinary,0.2334,6,11.254,11.254,11.254,0
manor_hx_33005,ordinary,0.5721,4,13.84,13.84,13.84,5.536
manor_hx_33013,elite_complex,0.8555,2,23.936,23.936,23.936,0
manor_hx_33020,elite_complex,0.5847,5,1.384,1.384,26.84,0
manor_hx_33023,ordinary,0.7017,7,4.152,4.152,22.688,0
manor_hx_33033,ordinary,0.3702,6,20.76,20.76,20.76,0
manor_hx_33274,ordinary,0.2799,6,9.87,9.87,9.87,0
manor_hx_33289,elite_complex,0.7628,2,9.688,9.688,9.688,0
manor_hx_33299,ordinary,0.5347,6,2.768,2.768,28.088,0
manor_hx_33301,elite_complex,0.5847,4,0,0,26.84,0
manor_hx_33307,ordinary,0.6432,7,9.688,9.688,17.992,0
manor_hx_33316,elite_complex,0.2591,4,24.912,24.912,24.912,0
manor_hx_33322,ordinary,0.1603,4,22.144,22.144,31.832,0
manor_hx_33533,ordinary,0.6129,5,4.152,4.152,4.152,0
manor_hx_33551,ordinary,0.2234,6,9.87,9.87,9.87,0
manor_hx_33560,ordinary,0.4619,6,5.536,5.536,5.536,0
manor_hx_33569,ordinary,0.7151,7,8.304,8.304,8.304,0
manor_hx_33587,elite_complex,0.5847,4,9.688,9.688,19.376,0
manor_hx_33599,ordinary,0.2045,6,23.528,23.528,29.064,0
manor_hx_33822,ordinary,0.3426,6,15.224,15.224,15.224,0
manor_hx_33828,ordinary,0.2031,5,14.204,14.204,14.204,0
manor_hx_33844,elite_complex,0.6467,4,0,0,0,0
manor_hx_33857,ordinary,0.6416,5,8.304,8.304,28.088,0
manor_hx_33867,elite_complex,0.5263,4,9.688,9.688,20.76,0
manor_hx_34380,ordinary,0.4948,6,12.456,12.456,12.456,0
manor_hx_34386,ordinary,0.2664,6,18.174,18.174,18.174,0
manor_hx_34398,ordinary,0.3695,7,12.456,12.456,12.456,0
manor_hx_34406,elite_complex,0.7391,2,5.048,5.048,5.048,0
manor_hx_34411,strategic,0.5721,24,14.736,14.736,14.736,0
manor_hx_34416,elite_complex,0.6893,4,12.456,12.456,26.704,0
manor_hx_34421,ordinary,0.4431,5,8.304,8.304,31.832,0
manor_hx_34425,ordinary,0.4093,7,5.536,5.536,26.296,0
manor_hx_34429,ordinary,0.4093,6,11.072,11.072,23.528,0
manor_hx_34433,ordinary,0.3587,7,16.608,16.608,23.528,0
manor_hx_34438,ordinary,0.2189,7,22.144,22.144,27.68,0
manor_hx_34444,ordinary,0.2886,5,16.608,16.608,35.984,0
manor_hx_34658,elite_complex,0.609,2,13.84,13.84,13.84,0
manor_hx_34675,ordinary,0.1848,6,15.406,15.406,15.406,0
manor_hx_34683,ordinary,0.5543,6,11.072,11.072,11.072,5.536
manor_hx_34686,strategic,0.6929,6,6.432,6.432,6.432,0
manor_hx_34937,ordinary,0.5329,7,11.072,11.072,11.072,0
manor_hx_34944,ordinary,0.3806,5,17.992,17.992,17.992,0
manor_hx_34950,ordinary,0.1522,6,19.74,19.74,19.74,0
manor_hx_34976,strategic,0.7878,4,17.504,17.504,29.256,0
manor_hx_35002,ordinary,0.2886,6,16.608,16.608,33.216,0
manor_hx_35008,ordinary,0.3527,5,15.224,15.224,40.136,0
manor_hx_35260,ordinary,0.5908,6,13.84,13.84,32.24,0
manor_hx_35508,ordinary,0.2284,6,23.528,23.528,23.528,0
manor_hx_35522,ordinary,0.3695,6,16.608,16.608,16.608,0
manor_hx_35544,ordinary,0.3939,7,12.456,12.456,33.216,0
manor_hx_35552,ordinary,0.2816,4,15.224,15.224,29.064,0
manor_hx_35556,ordinary,0.3284,5,20.76,20.76,29.064,0
manor_hx_35560,ordinary,0.3284,6,16.608,16.608,33.216,0
manor_hx_35566,ordinary,0.4168,7,11.072,11.072,38.752,0
manor_hx_35572,ordinary,0.3206,3,15.224,15.224,45.672,0
manor_hx_35799,ordinary,0.1848,5,19.376,19.376,19.376,0
manor_hx_35806,ordinary,0.5081,4,16.608,16.608,16.608,5.536
manor_hx_36057,ordinary,0.4422,5,16.608,16.608,16.608,0
manor_hx_36060,elite_complex,0.5443,4,16.608,16.608,16.608,0
manor_hx_36061,ordinary,0.5103,8,16.608,16.608,16.608,0
manor_hx_36065,ordinary,0.3742,5,22.144,22.144,22.144,5.536
manor_hx_36072,ordinary,0.1361,5,25.798,25.798,25.798,0
manor_hx_36090,strategic,0.473,2,21.656,21.656,32.728,0
manor_hx_36124,ordinary,0.3527,6,11.072,11.072,38.752,0
manor_hx_36130,ordinary,0.4489,5,9.688,9.688,44.288,0
manor_hx_36340,elite_complex,0.5103,4,17.992,17.992,17.992,0
manor_hx_36400,elite_complex,0.4384,4,15.224,15.224,34.6,0
manor_hx_36409,elite_complex,0.513,5,6.92,6.92,42.904,0
manor_hx_36410,elite_complex,0.4809,3,8.304,8.304,44.288,0
manor_hx_36615,ordinary,0.3062,2,22.144,22.144,22.144,5.536
manor_hx_36629,ordinary,0.2381,6,27.68,27.68,27.68,0
manor_hx_36638,ordinary,0.128,7,24.912,24.912,24.912,0
manor_hx_36650,elite_complex,0.4801,3,16.608,16.608,27.68,0
manor_hx_36662,strategic,0.5752,2,22.472,22.472,45.184,0
manor_hx_36678,ordinary,0.4822,4,17.992,17.992,38.752,0
manor_hx_36680,elite_complex,0.4822,6,15.224,15.224,35.984,0
manor_hx_36682,ordinary,0.4822,6,12.456,12.456,37.368,0
manor_hx_36695,ordinary,0.3206,3,14.204,14.204,51.208,0
manor_hx_36927,ordinary,0.4161,7,19.376,19.376,22.144,0
manor_hx_36930,elite_complex,0.5121,5,15.224,15.224,26.296,0
manor_hx_36935,strategic,0.6902,3,9.2,9.2,40.872,0
manor_hx_36943,elite_complex,0.5752,4,20.68,20.68,42.28,0
manor_hx_36944,elite_complex,0.5177,5,19.376,19.376,40.136,0
manor_hx_36948,ordinary,0.3563,4,19.376,19.376,40.136,0
manor_hx_36969,ordinary,0.4888,5,4.152,4.152,45.672,0
manor_hx_37179,ordinary,0.3742,5,22.144,22.144,22.144,0
manor_hx_37193,ordinary,0.1131,5,31.334,31.334,31.334,0
manor_hx_37204,ordinary,0.2881,6,24.912,24.912,24.912,0
manor_hx_37253,ordinary,0.4512,5,7.102,7.102,50.006,0
manor_hx_37466,ordinary,0.3402,7,23.528,23.528,23.528,0
manor_hx_37499,elite_complex,0.9203,4,5.048,5.048,46.568,0
manor_hx_37500,strategic,0.8628,9,7.952,7.952,46.68,0
manor_hx_37743,ordinary,0.3402,5,24.912,24.912,24.912,0
manor_hx_37761,ordinary,0.128,5,29.064,29.064,30.448,0
manor_hx_37772,ordinary,0.4602,5,11.072,11.072,30.448,0
manor_hx_37787,ordinary,0.4602,7,16.608,16.608,44.288,0
manor_hx_37794,ordinary,0.3798,5,13.84,13.84,52.288,0
manor_hx_37800,ordinary,0.5699,5,15.224,15.224,41.52,0
manor_hx_37804,ordinary,0.6137,7,9.688,9.688,41.52,0
manor_hx_37808,ordinary,0.4888,7,4.152,4.152,45.672,0
manor_hx_37811,elite_complex,0.6016,8,0,0,49.824,0
manor_hx_38026,elite_complex,0.3062,3,26.296,26.296,26.296,0
manor_hx_38038,ordinary,0.0972,5,31.832,31.832,31.832,0
manor_hx_38059,elite_complex,0.8053,7,0,0,41.52,0
manor_hx_38071,ordinary,0.2672,5,19.376,19.376,49.824,0
manor_hx_38083,elite_complex,0.7014,5,12.456,12.456,44.288,0
manor_hx_38092,elite_complex,0.564,3,1.384,1.384,51.208,0
manor_hx_38097,ordinary,0.376,4,10.21,10.21,57.63,0
manor_hx_38310,ordinary,0.2262,6,29.064,29.064,29.064,5.536
manor_hx_38315,ordinary,0.1319,6,35.984,35.984,35.984,5.536
manor_hx_38326,ordinary,0.224,6,22.144,22.144,30.448,0
manor_hx_38330,ordinary,0.3521,5,16.608,16.608,29.064,0
manor_hx_38336,ordinary,0.5752,7,5.536,5.536,35.984,0
manor_hx_38342,ordinary,0.7477,5,4.152,4.152,45.672,0
manor_hx_38358,ordinary,0.5222,4,12.456,12.456,57.824,0
manor_hx_38371,strategic,0.5903,6,5.048,5.048,52.104,0
manor_hx_38373,elite_complex,0.5264,4,2.768,2.768,52.592,0
manor_hx_38374,ordinary,0.4888,10,4.152,4.152,53.976,0
manor_hx_38587,ordinary,0.2639,5,29.064,29.064,29.064,0
manor_hx_38630,strategic,0.2969,4,16.608,16.608,48.44,0
manor_hx_38645,strategic,0.7302,4,14.736,14.736,47.952,0
manor_hx_38894,ordinary,0.3451,6,11.072,11.072,34.6,0
manor_hx_38906,ordinary,0.5177,8,9.688,9.688,51.208,5.536
manor_hx_38941,ordinary,0.2383,4,13.84,13.84,63.664,0
manor_hx_39160,ordinary,0.17,5,37.368,37.368,37.368,0
manor_hx_39180,ordinary,0.5752,8,5.536,5.536,41.52,0
manor_hx_39431,ordinary,0.2073,4,34.6,34.6,34.6,5.536
manor_hx_39459,elite_complex,0.5177,3,8.304,8.304,44.288,0
manor_hx_39464,ordinary,0.5177,5,9.688,9.688,47.056,0
manor_hx_39482,strategic,0.7121,4,7.952,7.952,65.64,0
manor_hx_39718,ordinary,0.1771,5,42.904,42.904,42.904,5.536
manor_hx_39724,ordinary,0.2429,6,38.24,38.24,40.136,0
manor_hx_39740,elite_complex,0.4987,4,8.304,8.304,44.288,0
manor_hx_39757,ordinary,0.5222,5,4.152,4.152,60.896,0
manor_hx_39760,elite_complex,0.6647,3,0,0,60.896,0
manor_hx_39762,elite_complex,0.7596,3,5.048,5.048,65.944,0
manor_hx_39770,strategic,0.5625,6,22.472,22.472,69.528,0
manor_hx_39995,ordinary,0.2066,6,37.368,37.368,37.368,8.304
manor_hx_40019,ordinary,0.4364,7,11.072,11.072,41.52,0
manor_hx_40049,elite_complex,0.5625,2,28.28,28.28,75.336,0
manor_hx_40282,ordinary,0.2361,5,42.904,42.904,42.904,0
manor_hx_40303,ordinary,0.4052,6,11.072,11.072,47.056,0
manor_hx_40553,ordinary,0.1476,3,40.136,40.136,40.136,11.072
manor_hx_40587,ordinary,0.2876,5,15.224,15.224,52.592,0
manor_hx_40627,elite_complex,0.3813,2,31.344,31.344,87.76,0
manor_hx_40849,ordinary,0.34,6,39.32,39.32,47.056,0
manor_hx_40880,ordinary,0.4748,53,5.536,5.536,55.36,5.536
manor_hx_40895,strategic,0.8125,7,8.712,8.712,74.112,0
manor_hx_40910,ordinary,0.3203,2,32.728,32.728,89.144,0
manor_hx_41126,ordinary,0.3157,7,44.856,44.856,47.056,0
manor_hx_41142,ordinary,0.3429,5,16.608,16.608,47.056,0
manor_hx_41168,strategic,0.5192,7,20.272,20.272,70.096,0
manor_hx_41409,elite_complex,0.3886,3,42.088,42.088,49.824,0
manor_hx_41426,ordinary,0.3117,6,16.608,16.608,52.592,0
manor_hx_41468,ordinary,0.4484,6,27.192,27.192,83.608,0
manor_hx_41681,ordinary,0.3837,8,45.672,45.672,45.672,0
manor_hx_41693,ordinary,0.4121,7,33.784,33.784,52.592,0
manor_hx_41710,ordinary,0.187,4,20.76,20.76,58.128,5.536
manor_hx_41724,ordinary,0.4273,9,11.072,11.072,60.896,0
manor_hx_41728,elite_complex,0.5,4,16.608,16.608,66.432,0
manor_hx_41736,elite_complex,1,5,0,0,82.824,0
manor_hx_41742,elite_complex,0.625,5,20.272,20.272,83.68,0
manor_hx_41743,elite_complex,0.6255,3,20.272,20.272,83,0
manor_hx_41745,ordinary,0.5473,10,21.656,21.656,80.232,0
manor_hx_41970,ordinary,0.3434,6,39.32,39.32,52.592,0
manor_hx_41981,ordinary,0.2747,6,23.224,23.224,53.672,0
manor_hx_42008,elite_complex,0.4658,3,16.608,16.608,66.432,0
manor_hx_42017,elite_complex,0.9375,4,2.904,2.904,85.184,0
manor_hx_42020,ordinary,0.7814,5,19.432,19.432,79.528,0
manor_hx_42028,elite_complex,0.5125,3,25.808,25.808,84.384,0
manor_hx_42245,ordinary,0.4132,5,51.208,51.208,51.208,0
manor_hx_42257,ordinary,0.4464,6,30.144,30.144,58.128,0
manor_hx_42265,ordinary,0.2477,8,22.144,22.144,52.592,0
manor_hx_42296,strategic,0.875,5,5.808,5.808,82.416,0
manor_hx_42298,elite_complex,0.9617,4,5.048,5.048,84.424,0
manor_hx_42524,elite_complex,0.4722,4,49.824,49.824,49.824,0
manor_hx_42536,elite_complex,0.5151,3,32.912,32.912,56.744,0
manor_hx_42584,ordinary,0.6011,6,16.12,16.12,85.768,0
manor_hx_42589,ordinary,0.4484,4,23.04,23.04,85.768,0
manor_hx_42803,ordinary,0.4132,4,51.208,51.208,51.208,0
manor_hx_42815,ordinary,0.5151,6,35.68,35.68,58.128,0
manor_hx_42816,elite_complex,0.5494,4,34.296,34.296,58.128,0
manor_hx_42824,elite_complex,0.3048,3,26.296,26.296,56.744,0
manor_hx_42831,ordinary,0.2795,5,23.528,23.528,59.512,5.536
manor_hx_43090,ordinary,0.3734,6,44.856,44.856,58.128,0
manor_hx_43101,ordinary,0.3777,5,28.76,28.76,59.208,0
manor_hx_43134,ordinary,0.5625,17,13.352,13.352,74.736,0
manor_hx_43141,ordinary,0.7814,10,9.2,9.2,84.424,0
manor_hx_43367,ordinary,0.4356,6,50.392,50.392,53.976,0
manor_hx_43385,ordinary,0.2667,6,24.912,24.912,58.128,0
manor_hx_43389,ordinary,0.2174,4,27.68,27.68,58.128,0
manor_hx_43418,ordinary,0.7213,5,14.736,14.736,80.272,0
manor_hx_43654,ordinary,0.3777,5,41.216,41.216,63.664,0
manor_hx_43705,ordinary,0.541,4,14.736,14.736,89.96,0
manor_hx_43925,ordinary,0.3734,4,55.928,55.928,56.744,5.536
manor_hx_43929,elite_complex,0.4978,6,50.392,50.392,56.744,0
manor_hx_43980,elite_complex,0.6011,3,17.504,17.504,83.04,0
manor_hx_44210,elite_complex,0.4667,4,49.52,49.52,58.128,0
manor_hx_44212,ordinary,0.4045,6,46.752,46.752,60.896,0
manor_hx_44221,ordinary,0.3777,5,30.448,30.448,64.744,0
manor_hx_44241,ordinary,0.5455,6,11.072,11.072,71.968,0
manor_hx_44257,ordinary,0.4808,5,18.888,18.888,80.272,5.536
manor_hx_44270,ordinary,0.2737,2,21.656,21.656,96.88,11.072
manor_hx_44489,ordinary,0.4356,5,52.288,52.288,59.512,0
manor_hx_44498,ordinary,0.3434,4,35.984,35.984,69.2,0
manor_hx_44505,ordinary,0.2404,6,24.912,24.912,63.664,0
manor_hx_44518,elite_complex,0.4969,3,8.304,8.304,76.12,0
manor_hx_44531,ordinary,0.5539,7,12.592,12.592,73.352,0
manor_hx_44815,ordinary,0.4261,2,18.128,18.128,78.888,5.536
manor_hx_44823,ordinary,0.4207,6,21.656,21.656,87.192,0
manor_hx_44828,ordinary,0.3606,4,18.888,18.888,94.112,5.536
manor_hx_45333,ordinary,0.3422,5,47.056,47.056,63.664,0
manor_hx_45337,ordinary,0.2489,5,41.52,41.52,67.816,0
manor_hx_45342,ordinary,0.2404,5,30.448,30.448,70.28,0
manor_hx_45349,ordinary,0.1333,4,19.376,19.376,69.2,0
manor_hx_45360,ordinary,0.5,16,4.152,4.152,77.504,0
manor_hx_45363,elite_complex,0.6364,3,0,0,77.504,0
manor_hx_45365,elite_complex,0.7273,2,5.048,5.048,79.784,0
manor_hx_45371,elite_complex,0.6817,3,8.44,8.44,77.504,0
manor_hx_45381,ordinary,0.3396,5,24.424,24.424,85.808,5.536
manor_hx_45385,elite_complex,0.376,4,24.424,24.424,89.96,0
manor_hx_45626,ordinary,0.206,5,24.912,24.912,69.2,0
manor_hx_45651,strategic,0.6391,6,6.296,6.296,79.648,0
manor_hx_45667,ordinary,0.329,5,21.656,21.656,92.728,0
manor_hx_46181,ordinary,0.1984,6,35.984,35.984,77.2,0
manor_hx_46211,elite_complex,0.5929,3,5.048,5.048,85.32,0
manor_hx_46225,ordinary,0.3055,5,27.192,27.192,91.344,0
manor_hx_46465,ordinary,0.1526,6,30.448,30.448,74.736,0
manor_hx_46472,ordinary,0.0932,3,20.76,20.76,74.736,5.536
manor_hx_46749,ordinary,0.1068,5,26.296,26.296,74.736,0
manor_hx_46773,elite_complex,0.6452,4,0,0,84.424,0
manor_hx_47020,ordinary,0.2289,6,41.52,41.52,78.768,0
manor_hx_47021,elite_complex,0.2442,3,40.136,40.136,80.152,0
manor_hx_47304,ordinary,0.1984,8,35.984,35.984,80.272,0
manor_hx_47588,ordinary,0.1374,6,31.832,31.832,80.272,0
manor_hx_47615,ordinary,0.5242,12,4.152,4.152,88.576,0
manor_hx_47892,ordinary,0.4436,8,9.688,9.688,91.344,5.536
