manor_id,seat_hex_id,county_id,primary_role,seat_roles,seat_archetype,hex_count,total_net_productive_capacity,avg_water_access_score,avg_buildability_score,route_access_score,route_degree,territorial_degree,estimated_peasant_households,manor_size_class,capacity_quantile_band,is_elite,was_repaired,was_merged,was_split,residual_share
manor_hx_31853,hx_31853,c_10,,,ordinary,30,21.2022,0.8139,0.6673,0.5186,7,7,116,large,top,false,false,false,false,
manor_hx_31861,hx_31861,c_10,,,ordinary,18,16.2291,0.4954,0.96,0.2648,5,5,48,medium,top,false,false,false,false,
manor_hx_31872,hx_31872,c_3,,,ordinary,16,14.8667,0.8385,0.9025,0.3688,7,8,33,medium,middle,false,false,false,false,
manor_hx_31888,hx_31888,c_14,county_seat,county_seat|county_castle|bishop_seat|market_town,elite,4,2.624,0.04,0.79,0.8398,2,2,8,small,bottom,true,false,false,false,
manor_hx_31902,hx_31902,c_14,royal_castle,royal_castle,elite,10,7.4478,0.4917,0.79,0.9356,5,7,13,small,middle,true,false,false,false,
manor_hx_31904,hx_31904,c_14,baronial_seat,baronial_seat,elite,4,3.6665,0.5625,0.96,0.8199,3,3,13,small,bottom,true,false,false,false,
manor_hx_31912,hx_31912,c_14,,,ordinary,12,10.5419,0.8056,0.8817,0.4099,5,5,26,medium,middle,false,false,false,false,
manor_hx_32147,hx_32147,c_3,baronial_seat,baronial_seat,elite,4,3.9943,0.9375,0.96,0.3688,5,5,12,small,middle,true,false,false,false,
manor_hx_32148,hx_32148,c_3,county_seat,county_seat|bishop_seat|market_town,elite,11,10.9515,0.947,0.96,0.3688,7,7,30,medium,middle,true,false,false,false,
manor_hx_32149,hx_32149,c_3,abbey_site,abbey_site,elite,4,3.9981,0.9792,0.96,0.3688,4,4,14,small,middle,true,false,false,false,
manor_hx_32157,hx_32157,c_3,baronial_seat,baronial_seat,elite,4,3.8183,0.7292,0.96,0.4665,4,5,11,small,middle,true,false,false,false,
manor_hx_32182,hx_32182,c_14,,,strategic,11,6.0804,0.2954,0.62,0.8771,4,5,11,small,middle,false,false,false,false,
manor_hx_32430,hx_32430,c_3,,,ordinary,9,8.8854,0.8704,0.96,0.3278,6,6,16,small,middle,false,true,false,false,
manor_hx_32438,hx_32438,c_11,abbey_site,abbey_site,elite,4,3.7041,0.6041,0.96,0.4976,6,5,8,small,bottom,true,false,false,false,
manor_hx_32458,hx_32458,c_14,,,strategic,8,4.2057,0.1354,0.62,0.5847,2,2,16,small,middle,false,true,false,false,
manor_hx_32476,hx_32476,c_1,,,ordinary,24,17.8819,0.875,0.7283,0.2591,6,6,43,medium,top,false,false,false,false,
manor_hx_32689,hx_32689,c_4,,,ordinary,21,15.4025,0.7976,0.719,0.6601,3,3,33,medium,middle,false,false,false,false,
manor_hx_32691,hx_32691,c_4,county_seat,county_seat|bishop_seat|market_town,elite,11,10.1794,0.6136,0.96,0.7544,4,5,13,small,middle,true,false,false,false,
manor_hx_32692,hx_32692,c_4,baronial_seat,baronial_seat,elite,4,3.6288,0.5208,0.96,0.7072,4,4,8,small,bottom,true,false,false,false,
manor_hx_32696,hx_32696,c_4,abbey_site,abbey_site,elite,4,3.6665,0.5625,0.96,0.5186,3,3,13,small,bottom,true,false,false,false,
manor_hx_32700,hx_32700,c_4,,,ordinary,15,13.3345,0.4389,0.96,0.3502,5,5,48,medium,middle,false,false,false,false,
manor_hx_32707,hx_32707,c_10,,,ordinary,10,9.9534,0.95,0.96,0.2868,6,6,15,small,middle,false,false,false,false,
manor_hx_32716,hx_32716,c_11,,,ordinary,16,14.7047,0.5729,0.96,0.4043,6,7,33,medium,middle,false,false,false,false,
manor_hx_32721,hx_32721,c_11,,,ordinary,8,6.9432,0.3438,0.96,0.4619,5,6,6,small,middle,false,false,false,false,
manor_hx_32734,hx_32734,c_14,baronial_seat,baronial_seat,elite,4,3.2084,0.04,0.96,0.7486,3,3,8,small,bottom,true,false,false,false,
manor_hx_32749,hx_32749,c_1,,,ordinary,16,14.0146,0.3802,0.96,0.5637,5,6,31,medium,middle,false,false,false,false,
manor_hx_32975,hx_32975,c_4,,,ordinary,19,16.6855,0.3903,0.96,0.5658,9,9,36,medium,top,false,false,false,false,
manor_hx_32984,hx_32984,c_4,,,ordinary,14,13.5472,0.7857,0.96,0.2334,6,7,50,medium,middle,false,false,false,false,
manor_hx_33005,hx_33005,c_11,,,ordinary,8,6.5617,0.1246,0.96,0.5721,4,4,7,small,middle,false,false,false,false,
manor_hx_33013,hx_33013,c_14,abbey_site,abbey_site,elite,4,3.2084,0.04,0.96,0.8555,2,2,9,small,bottom,true,false,false,false,
manor_hx_33020,hx_33020,c_14,baronial_seat,baronial_seat,elite,4,3.4804,0.3542,0.96,0.5847,5,5,14,small,bottom,true,false,false,false,
manor_hx_33023,hx_33023,c_14,,,ordinary,12,9.8945,0.375,0.9033,0.7017,7,8,8,small,middle,false,false,false,false,
manor_hx_33033,hx_33033,c_1,,,ordinary,17,15.6066,0.5686,0.96,0.3702,6,7,52,medium,middle,false,false,false,false,
manor_hx_33274,hx_33274,c_11,,,ordinary,16,14.7992,0.599,0.96,0.2799,6,6,41,medium,middle,false,false,false,false,
manor_hx_33289,hx_33289,c_14,baronial_seat,baronial_seat,elite,4,3.2084,0.04,0.96,0.7628,2,2,8,small,bottom,true,false,false,false,
manor_hx_33299,hx_33299,c_14,,,ordinary,8,7.0172,0.3854,0.96,0.5347,6,7,18,small,middle,false,false,false,false,
manor_hx_33301,hx_33301,c_14,county_seat,county_seat|market_town,elite,10,9.0445,0.5083,0.96,0.5847,4,4,14,small,middle,true,false,false,false,
manor_hx_33307,hx_33307,c_14,,,ordinary,13,11.4181,0.391,0.96,0.6432,7,7,33,medium,middle,false,false,false,false,
manor_hx_33316,hx_33316,c_1,abbey_site,abbey_site,elite,4,3.8183,0.7292,0.96,0.2591,4,3,14,small,middle,true,false,false,false,
manor_hx_33322,hx_33322,c_1,,,ordinary,28,21.2697,0.7649,0.7464,0.1603,4,4,115,large,top,false,false,false,false,
manor_hx_33533,hx_33533,c_4,,,ordinary,22,17.0989,0.6667,0.7818,0.6129,5,5,48,medium,top,false,false,false,false,
manor_hx_33551,hx_33551,c_11,,,ordinary,16,15.3703,0.7552,0.96,0.2234,6,6,53,medium,middle,false,false,false,false,
manor_hx_33560,hx_33560,c_11,,,ordinary,11,9.4848,0.3182,0.96,0.4619,6,6,15,small,middle,false,false,false,false,
manor_hx_33569,hx_33569,c_11,,,ordinary,13,10.8548,0.1915,0.96,0.7151,7,9,35,medium,middle,false,true,false,false,
manor_hx_33587,hx_33587,c_1,baronial_seat,baronial_seat,elite,4,3.6288,0.5208,0.96,0.5847,4,4,8,small,bottom,true,false,false,false,
manor_hx_33599,hx_33599,c_1,,,ordinary,17,15.7202,0.598,0.96,0.2045,6,7,29,medium,middle,false,false,false,false,
manor_hx_33822,hx_33822,c_4,,,ordinary,15,13.6898,0.5444,0.96,0.3426,6,6,37,medium,middle,false,false,false,false,
manor_hx_33828,hx_33828,c_4,,,ordinary,11,10.971,0.9546,0.96,0.2031,5,5,27,medium,middle,false,false,false,false,
manor_hx_33844,hx_33844,c_11,county_seat,county_seat|bishop_seat|market_town,elite,5,4.2372,0.25,0.96,0.6467,4,4,14,small,middle,true,false,false,false,
manor_hx_33857,hx_33857,c_14,,,ordinary,8,6.6521,0.1771,0.96,0.6416,5,5,12,small,middle,false,false,false,false,
manor_hx_33867,hx_33867,c_14,abbey_site,abbey_site,elite,4,3.723,0.625,0.96,0.5263,4,4,6,small,bottom,true,false,false,false,
manor_hx_34380,hx_34380,c_4,,,ordinary,20,17.2382,0.3167,0.96,0.4948,6,7,44,medium,top,false,false,false,false,
manor_hx_34386,hx_34386,c_4,,,ordinary,11,10.7478,0.8333,0.96,0.2664,6,6,30,medium,middle,false,false,false,false,
manor_hx_34398,hx_34398,c_11,,,ordinary,18,15.9316,0.4213,0.96,0.3695,7,7,37,medium,middle,false,false,false,false,
manor_hx_34406,hx_34406,c_11,baronial_seat,baronial_seat,elite,4,2.6332,0.0508,0.79,0.7391,2,2,11,small,bottom,true,false,false,false,
manor_hx_34411,hx_34411,c_11,,,strategic,184,119.994,0.0814,0.7752,0.5721,24,25,105,large,top,false,true,false,false,
manor_hx_34416,hx_34416,c_14,baronial_seat,baronial_seat,elite,4,3.2268,0.0616,0.96,0.6893,4,4,8,small,bottom,true,false,false,false,
manor_hx_34421,hx_34421,c_14,,,ordinary,12,10.7196,0.4583,0.96,0.4431,5,5,39,medium,middle,false,false,false,false,
manor_hx_34425,hx_34425,c_14,,,ordinary,17,14.5322,0.8137,0.8494,0.4093,7,8,45,medium,middle,false,false,false,false,
manor_hx_34429,hx_34429,c_1,,,ordinary,12,11.342,0.6875,0.96,0.4093,6,6,35,medium,middle,false,false,false,false,
manor_hx_34433,hx_34433,c_1,,,ordinary,22,20.7063,0.6704,0.96,0.3587,7,8,120,large,top,false,false,false,false,
manor_hx_34438,hx_34438,c_1,,,ordinary,17,16.1953,0.7206,0.96,0.2189,7,6,49,medium,top,false,false,false,false,
manor_hx_34444,hx_34444,c_1,,,ordinary,17,15.6335,0.5833,0.96,0.2886,5,5,41,medium,middle,false,false,false,false,
manor_hx_34658,hx_34658,c_4,baronial_seat,baronial_seat,elite,4,3.5728,0.4584,0.96,0.609,2,2,9,small,bottom,true,false,false,false,
