site_id,hex_id,county_id,is_market_town,is_county_seat,is_royal_seat,is_royal_castle,is_bishop_seat,is_abbey,is_baronial_seat
manor_hx_29660,hx_29660,c_9,false,false,false,false,false,true,false
manor_hx_29912,hx_29912,c_3,false,false,false,false,false,false,true
manor_hx_30176,hx_30176,c_10,false,false,false,false,false,true,false
manor_hx_30185,hx_30185,c_3,false,false,false,false,false,true,false
manor_hx_30209,hx_30209,c_14,false,false,false,false,false,false,true
manor_hx_30217,hx_30217,c_14,false,false,false,false,false,false,false
manor_hx_30218,hx_30218,c_14,false,false,false,false,false,false,true
manor_hx_30219,hx_30219,c_9,true,true,false,false,true,false,false
manor_hx_30456,hx_30456,c_10,false,false,false,false,false,false,true
manor_hx_30466,hx_30466,c_3,false,false,false,false,false,false,true
manor_hx_31047,hx_31047,c_14,false,false,false,false,false,false,false
manor_hx_31054,hx_31054,c_14,false,false,false,false,false,false,false
manor_hx_31055,hx_31055,c_14,false,false,false,false,false,false,true
manor_hx_31063,hx_31063,c_14,false,false,false,false,false,false,false
manor_hx_31067,hx_31067,c_9,false,false,false,false,false,false,true
manor_hx_31347,hx_31347,c_14,false,false,false,false,false,true,false
manor_hx_31608,hx_31608,c_14,false,false,false,false,false,false,true
manor_hx_31846,hx_31846,c_10,false,false,false,false,false,true,false
manor_hx_31888,hx_31888,c_14,true,true,false,false,true,false,false
manor_hx_31902,hx_31902,c_14,false,false,false,true,false,false,false
manor_hx_31904,hx_31904,c_14,false,false,false,false,false,false,true
manor_hx_32147,hx_32147,c_3,false,false,false,false,false,false,true
manor_hx_32148,hx_32148,c_3,true,true,false,false,true,false,false
manor_hx_32149,hx_32149,c_3,false,false,false,false,false,true,false
manor_hx_32157,hx_32157,c_3,false,false,false,false,false,false,true
manor_hx_32182,hx_32182,c_14,false,false,false,false,false,false,false
manor_hx_32438,hx_32438,c_11,false,false,false,false,false,true,false
manor_hx_32458,hx_32458,c_14,false,false,false,false,false,false,false
manor_hx_32691,hx_32691,c_4,true,true,false,false,true,false,false
manor_hx_32692,hx_32692,c_4,false,false,false,false,false,false,true
manor_hx_32696,hx_32696,c_4,false,false,false,false,false,true,false
manor_hx_32734,hx_32734,c_14,false,false,false,false,false,false,true
manor_hx_33013,hx_33013,c_14,false,false,false,false,false,true,false
manor_hx_33020,hx_33020,c_14,false,false,false,false,false,false,true
manor_hx_33289,hx_33289,c_14,false,false,false,false,false,false,true
manor_hx_33301,hx_33301,c_14,true,true,false,false,false,false,false
manor_hx_33316,hx_33316,c_1,false,false,false,false,false,true,false
manor_hx_33587,hx_33587,c_1,false,false,false,false,false,false,true
manor_hx_33844,hx_33844,c_11,true,true,false,false,true,false,false
manor_hx_33867,hx_33867,c_14,false,false,false,false,false,true,false
manor_hx_34406,hx_34406,c_11,false,false,false,false,false,false,true
manor_hx_34411,hx_34411,c_11,false,false,false,false,false,false,false
manor_hx_34416,hx_34416,c_14,false,false,false,false,false,false,true
manor_hx_34658,hx_34658,c_4,false,false,false,false,false,false,true
manor_hx_34686,hx_34686,c_11,false,false,false,false,false,false,false
manor_hx_34976,hx_34976,c_14,false,false,false,false,false,false,false
manor_hx_36060,hx_36060,c_4,false,false,false,false,false,true,false
manor_hx_36090,hx_36090,c_11,false,false,false,false,false,false,false
manor_hx_36340,hx_36340,c_4,false,false,false,false,false,false,true
manor_hx_36400,hx_36400,c_1,false,false,false,false,false,false,true
manor_hx_36409,hx_36409,c_1,false,false,false,false,false,true,false
manor_hx_36410,hx_36410,c_1,false,false,false,false,false,false,true
manor_hx_36650,hx_36650,c_11,false,false,false,false,false,false,true
manor_hx_36662,hx_36662,c_0,false,false,false,false,false,false,false
manor_hx_36680,hx_36680,c_1,false,false,false,false,false,true,false
manor_hx_36930,hx_36930,c_11,false,false,false,false,false,true,false
manor_hx_36935,hx_36935,c_11,false,false,false,false,false,false,false
manor_hx_36943,hx_36943,c_0,false,false,false,false,false,false,true
manor_hx_36944,hx_36944,c_0,false,false,false,false,false,true,false
manor_hx_37499,hx_37499,c_11,false,false,false,false,false,false,true
manor_hx_37500,hx_37500,c_0,false,false,false,false,false,false,false
manor_hx_37811,hx_37811,c_1,true,true,false,false,false,false,false
manor_hx_38026,hx_38026,c_4,false,false,false,false,false,true,false
manor_hx_38059,hx_38059,c_11,true,true,false,false,false,false,false
manor_hx_38083,hx_38083,c_1,false,false,false,false,false,false,true
manor_hx_38092,hx_38092,c_1,false,false,false,false,false,false,true
manor_hx_38371,hx_38371,c_1,false,false,false,false,false,false,false
manor_hx_38373,hx_38373,c_1,false,false,false,false,false,true,false
manor_hx_38630,hx_38630,c_0,false,false,false,false,false,false,false
manor_hx_38645,hx_38645,c_1,false,false,false,false,false,false,false
manor_hx_39459,hx_39459,c_0,false,false,false,false,false,false,true
manor_hx_39482,hx_39482,c_0,false,false,false,false,false,false,false
manor_hx_39740,hx_39740,c_0,false,false,false,false,false,true,false
manor_hx_39760,hx_39760,c_0,true,true,false,false,false,false,false
manor_hx_39762,hx_39762,c_0,false,false,false,false,false,false,true
manor_hx_39770,hx_39770,c_1,false,false,false,false,false,false,false
manor_hx_40049,hx_40049,c_1,false,false,false,false,false,false,true
manor_hx_40627,hx_40627,c_6,false,false,false,false,false,true,false
manor_hx_40895,hx_40895,c_1,false,false,false,false,false,false,false
manor_hx_41168,hx_41168,c_0,false,false,false,false,false,false,false
manor_hx_41409,hx_41409,c_5,false,false,false,false,false,true,false
manor_hx_41728,hx_41728,c_2,false,false,false,false,false,false,true
manor_hx_41736,hx_41736,c_0,true,true,true,true,false,false,false
manor_hx_41742,hx_41742,c_1,false,false,false,false,false,false,true
manor_hx_41743,hx_41743,c_6,false,false,false,false,false,true,false
manor_hx_42008,hx_42008,c_2,false,false,false,false,false,true,false
manor_hx_42017,hx_42017,c_0,false,false,false,false,false,false,true
manor_hx_42028,hx_42028,c_6,false,false,false,false,false,false,true
manor_hx_42296,hx_42296,c_0,false,false,false,false,false,false,false
manor_hx_42298,hx_42298,c_0,false,false,false,false,false,true,false
manor_hx_42524,hx_42524,c_5,false,false,false,false,false,false,true
manor_hx_42536,hx_42536,c_5,false,false,false,false,false,false,true
manor_hx_42816,hx_42816,c_5,false,false,false,false,false,true,false
manor_hx_42824,hx_42824,c_0,false,false,false,false,false,true,false
manor_hx_43929,hx_43929,c_5,false,false,false,false,false,true,false
manor_hx_43980,hx_43980,c_2,false,false,false,false,false,false,true
manor_hx_44210,hx_44210,c_5,false,false,false,false,false,false,true
manor_hx_44518,hx_44518,c_2,false,false,false,false,false,false,true
manor_hx_45363,hx_45363,c_2,true,true,false,false,false,false,false
manor_hx_45365,hx_45365,c_2,false,false,false,false,false,false,true
manor_hx_45371,hx_45371,c_2,false,false,false,false,false,true,false
manor_hx_45385,hx_45385,c_2,false,false,false,false,false,true,false
manor_hx_45651,hx_45651,c_2,false,false,false,false,false,false,false
manor_hx_46211,hx_46211,c_2,false,false,false,false,false,false,true
manor_hx_46773,hx_46773,c_2,true,true,false,false,false,false,false
manor_hx_47021,hx_47021,c_5,false,false,false,false,false,true,false
manor_hx_50398,hx_50398,c_13,false,false,false,false,false,true,false
manor_hx_50986,hx_50986,c_8,false,false,false,false,false,false,true
manor_hx_51272,hx_51272,c_8,false,false,false,false,false,false,true
manor_hx_52084,hx_52084,c_13,false,false,false,false,false,false,true
manor_hx_52929,hx_52929,c_13,false,false,false,false,false,true,false
manor_hx_53210,hx_53210,c_13,false,false,false,false,false,false,true
manor_hx_54342,hx_54342,c_8,false,false,false,false,false,true,false
manor_hx_54623,hx_54623,c_8,false,false,false,false,false,false,true
